contentid,capacity,baby_carriage,credit_card,pet,age_range,info_center,open_period,parking,parking_fee,reservation_info,rest_date,scale,use_time,use_fee
2351092,,없음,없음,가능,,섬진강향가오토캠핑장 063-652-9001,,,,,,,14:00 ~ 11:00(익일),
131240,,없음,없음,없음,,칠보면사무소 063-539-7561,,,,,,,,
510584,,없음,가능,없음,,스노우밸리콘도스키샵 063-322-6678,,주차 가능,,전화 문의 063-322-6678,동절기 무휴,,,
507504,,없음,가능,없음,,스노우파크 063-322-2355,,주차 가능,,전화 문의 063-322-2355,동절기 무휴,,,
510516,,없음,가능,없음,,스마트스키 063-322-8858,,주차 가능,,전화 문의 042-322-8858,동절기 무휴,,,
508041,,없음,가능,없음,,스카이스키샵 063-322-0793,,주차 가능,,전화 문의 063-322-0793,동절기 무휴,,,
508021,,없음,가능,없음,,063-322-7119,,주차 가능,,전화 문의 063-322-7119,동절기 무휴,,,
510559,,없음,가능,없음,,스키광장 063-322-3285,,주차 가능,,"전화 문의 063-322-3285, 063-323-3285 <br />
카카오톡 mujusin",동절기 무휴,,,
509295,,없음,가능,없음,,스키라이프 063-322-2111,,주차 가능,,전화 문의 063-322-2111,동절기 무휴,,,
507943,,없음,가능,없음,,실크로드스키샵 063-322-7115,,주차 가능,,"전화 문의 063-322-7115, 063-322-1410",동절기 무휴,,,
1012835,,없음,없음,없음,,세계순례대회조직위원회 063-278-1101,,,,세계순례대회조직위원회 063-278-1101,,,,
507864,,없음,가능,없음,,알토스키샵 063-322-5544,,주차 가능,,,동절기 무휴,,,
509342,,없음,가능,없음,,알파인스키보드 063-322-0044,,주차 가능,,전화 문의 063-322-0044,동절기 무휴,,,
509298,,없음,가능,없음,,알프스펜션스키샵 063-322-4336,,주차 가능,,전화 문의 063-322-4336,동절기 무휴,,,
131246,,없음,없음,없음,,군산관광안내소 063-453-4986,,,,,,,,
131231,,없음,없음,없음,,성수면사무소 063-640-4150,,,,,,,,
1911422,MOUT경기장 - 1게임당 참가인원 최소10명부터~최대30명,없음,없음,없음,"10세 이상(※단, 7세 ~ 9세까지는 보호자 동반)",완주 밀리터리파크 063-290-2727,,,,,"월요일, 1월1일, 명절, 시설물 보수시","시가지전투(MOUT)경기장, 런닝슈팅 경기시설, 중화기 사격시설, 실용사격(IPSC)경기장","하절기 09:00 ~ 18:00<br />
동절기 09:00 ~ 17:00",
1961485,,없음,없음,불가,,고산자연휴양림 관리사무소 063-263-8680,,주차 가능,유료,"홈페이지 : <a href=""http://rest.wanju.go.kr"" target=""_blank"" title=""새창 : 고산자연휴양림 홈페이지로 이동"">http://rest.wanju.go.kr</a> <br />
전화 문의 : 063-263-8680",동절기 휴무,,"09:30, 13:00, 15:00 (우천시엔 이용불가)",
1852054,,없음,없음,가능,,063-862-1578,,자동차 기준 200대,,"인터넷 예약만 가능 <br />
<a href=""http://camping.iksan.go.kr"" target=""_blank"" title=""새창 : 웅포관광지 캠핑장 홈페이지로 이동"">http://camping.iksan.go.kr</a>",연중무휴,,13:00 ~ 익일 12:00,
131244,,없음,없음,없음,,063-454-5579,,주차 가능,,,,"25M 6레인, 유아풀 1개소",,
131242,,없음,없음,없음,,부안관광안내소 063-580-4434,,,,,,,,
131621,,없음,가능,불가,,063-859-4621,,주차 가능,,063-859-4621,"둘째/넷째주 일요일, 신정, 석가탄신일, 추석, 성탄절, 임시공휴일",,"평일 (하절기3월~10월) 06:00 ~ 22:00
평일 (동절기11월~2월) 06:00 ~ 21:30
토요일 06:00 ~ 18:30
일요일 및 공휴일 09:00 ~ 17:00",
131193,,없음,없음,불가,,063-859-4986~8,,주차 가능,,전화 문의 063-859-4986~8,"국경일, 일요일 (법정 휴일)",,,
1807125,,없음,없음,없음,,063-350-1612,연중개장,,,063-350-1612,"매주 월,화요일 / 일요일을 제외한 공휴일",,"3월~10월 : 09:00-18:00<br />
11월~2월: 09:30- 17:00<br />
점심시간 : 12:00 ~ 13:00",
789512,,없음,없음,없음,,덕유산국립공원 적상분소 063-322-4174,,"11,828㎡ (자가용 250대 주차)",,,,,,무료
1624975,,없음,없음,없음,,063-580-1710,,,,,,,,
131192,,없음,없음,없음,,"문화예술교육과 063-270-1623<br />
총무과 063-270-1635",,주차 가능,,,연중무휴,,,
131195,,없음,없음,없음,,063-323-0380,,주차 가능,,"전화 문의 063-323-0380 
홈페이지 <a href=""http://www.jayeon.or.kr"" target=""_blank"" title=""새창 : 전라북도자연환경연수원 홈페이지로 이동"">http://www.jayeon.or.kr</a>",연중무휴,,,
131828,,없음,없음,없음,,전라북도종합사격장 063-643-0104,,주차 가능,,"홈페이지 <a href=""http://www.jbshooting.or.kr"" target=""_blank"" title=""새창 : 전라북도종합사격장 홈페이지로 이동"">http://www.jbshooting.or.kr</a><br />
전화 문의 063-643-0104","신정, 설/추석연휴, 체육행사시(변경시 별도공지)",,"하절기 09:00~18:00 <br />
동절기 09:00~17:00",
1624838,,없음,없음,없음,,"학생교육부 063-620-7612 <br />
총무부 063-620-7635",,주차 가능,,,,,,
131254,,없음,없음,없음,,전주승마장 063-239-2695~6,,주차 가능,,전화 문의 063-239-2695~6,"매주 월요일, 신정, 설·추석연휴",,"하절기(4~10월) 09:00~12:00, 14:00~18:00, 18:00~20:00 (점심시간 12:00 ~ 14:00)",
131722,,없음,없음,없음,,063-239-2546,,주차 가능,,,,,06:00 ~ 23:00,
1625303,,없음,없음,없음,,063-239-2553,,,,,,,연중 06:00 ~ 23:00,
2426995,,불가,가능,가능,,063-273-7788,,주차 가능(관광버스 주차 가능),무료,"홈페이지 예약 및 현장 예매 가능 <br />
<a href=""http://www.jeonju-railbike.kr/"" target=""_blank"" title=""새창 : 전주한옥레일바이크 홈페이지로 이동"">http://www.jeonju-railbike.kr/</a>",연중무휴 (명절 당일 운영시간 홈페이지 확인),,"평일 10:00~17:30<br />
주말,공휴일 10:00~17:30(탄련적 연장운행)<br />",
131238,,없음,가능,불가,,중앙하이츠콘도 프론트 063-626-8080,7월 중순 ~ 8월 중순 (운영기간은 변동될 수 있음),,,,,,10:00 ~ 18:00,
2606119,,없음,없음,없음,,청암산오토캠핑장 063-465-3357,,,,,,,,
131732,,없음,없음,없음,,063-222-7754,,주차 가능,무료,"전화 문의 063-222-7754<br />
홈페이지 <a href=""http://www.cjis.kr"" target=""_blank"" title=""새창 : 청정테마힐링센터 홈페이지로 이동"">http://www.cjis.kr</a>",연중무휴,,,
507868,,없음,가능,없음,,"초이스스키샵 063-322-9633, 9655",,주차 가능,,전화 문의 063-322-9633,동절기 무휴,,,
131250,,없음,없음,없음,,고창군청 관광진흥팀 063-560-2458,,,,,,,,
1063350,,없음,없음,없음,,코레일 전북본부 남원관리역 063-631-3299,,,,단체이용시 사전 예약 가능,,,,
1064063,,없음,없음,없음,,코레일 전북본부 남원관리역 063-631-3299,,,,단체이용시 사전 예약 가능,,,,
1064065,,없음,없음,없음,,코레일 전북본부 남원관리역 063-631-3299,,,,단체이용시 사전 예약 가능,,,,
131241,,없음,없음,없음,,063-532-7200,,주차 가능,,"대표전화 063-532-7200<br />
회원제예약 063-571-9000",연중무휴,"회원제 18홀72파 6,537m ,  일반제 7홀24파 1,945m","여명시간 ~ 일몰까지 
 (야간조명 시설 - 주말에만 일몰후 1시간 30분까지 영업함)",
131251,,없음,가능,없음,,태평양수영장 063-277-0041,,,,,"주말(토,일), 공휴일",25m*4레인,평일 05:30 ~ 20:30,
1030581,,없음,없음,없음,,"063-560-2456~7<br>
고창군 문화관광과 063-560-2466",,,,,,,,
1030618,,없음,없음,없음,,"고창군 문화관광과 063-560-2466<br>
문화관광안내 063-560-2456~7",,,,,,,,
1030659,,없음,없음,없음,,"063-560-2456~7<br>
고창군 문화관광과 063-560-2466",,,,,,,,
1030724,,없음,없음,없음,,"문화관광안내 063-560-2456~7<br>
고창군 문화관광과 063-560-2466",,,,,,,,
1034132,,없음,없음,없음,,군산시청 관광진흥과 축제계 063-454-3303,,,,,,,,
1034221,,없음,없음,없음,,군산시청 관광진흥과 축제계 063-454-3303,,,,,,,,
1034296,,없음,없음,없음,,군산시청 관광진흥과 축제계 063-454-3303,,,,,,,,
1034468,,없음,없음,없음,,군산시청 관광진흥과 축제계 063-454-3303,,,,,,,,
1014950,,불가,없음,불가,만 5세 이상,부안군 063-580-4522,2010년,있음,무료,전화예약 가능,연중무휴,,"일출~일몰<br />
물때 참조(부안군청홈페이지>문화관광과>커뮤니티>조석시간표",
1015842,,불가,없음,불가,만 5세 이상,부안군 063-580-4522,2010년,있음,무료,전화예약 가능,연중무휴,,"일출~일몰<br />
물때 참조(부안군청홈페이지>문화관광과>커뮤니티>조석시간표",
1015898,,불가,없음,불가,만 5세 이상,부안군 063-580-4522,2010년,있음,무료,전화예약 가능,연중무휴,,"일출~일몰<br />
물때 참조(부안군청홈페이지>문화관광과>커뮤니티>조석시간표",
1046086,,없음,없음,없음,,익산시청 녹색환경과 063-859-5438,,,,익산시청 녹색환경과 063-859-5438,,,,
1981089,,없음,없음,없음,,인월센터 063-635-0850,휴무일 이외에 연중 이용가능,,,,,,,
1981076,,없음,없음,없음,,"인월센터 063-635-0850<br />
함양안내소 055-964-8200",휴무일 이외에 연중 이용가능,,,,,,,
1981067,,없음,없음,없음,,"주천안내소 063-625-8952<br />  
남원(인월)센터 063-635-0850",휴무일 이외에 연중 이용가능,주차가능(둘레길주차장),,,동절기 정비기간 이용통제,,,
507511,,없음,가능,없음,,k2스키클럽 063-322-3966,,주차 가능,,전화 문의 063-322-3966,동절기 무휴,,,
508401,,없음,가능,없음,,063-322-2218,,주차 가능,,"전화 문의 063-322-2213, 2218",동절기 무휴,,,
131110,,없음,없음,없음,,흑산면사무소 061-240-4008,,,,,,,,
131061,,없음,없음,없음,,"화원면사무소 061-531-3612<br />
해남군청 관광안내 061-532-1330, 530-5918",,,,,,,,
131097,,없음,없음,없음,,삼산면사무소 061-659-1257,,,,,,,,
131112,,없음,없음,없음,,"영광군청 관광과 061-350-5224<br />
홍농읍사무소 061-350-5895",,,,,,,,
131096,,없음,없음,없음,,고흥군청 관광과 061-830-5347,,,,,,,,
131888,"숙박정원-100명, 야영정원-250명",없음,없음,불가,,곡성군청소년야영장 061-362-4186,,주차 가능,,"061-362-4186, 061-363-4189 <br />
<a href=""http://www.gokseongcamp.com"" target=""_blank"" title=""새창 : 곡성군청소년야영장 홈페이지로 이동"">http://www.gokseongcamp.com</a>",,"부지(19,046㎡) / 연건평(1554.27㎡)",,
2554912,50명,없음,없음,불가,7세(20kg이상)~80세,곡성기차마을 패러글라이딩 010-5847-7448,,주차가능(승용차 20대),,"전화/홈페이지/네이버/소셜 예약가능<br />
※ 예약기간 - 사용일 한달전부터 예약 접수 가능",,,"*하절기(3월 - 10월) 08:00-19:00<br />
*동절기(11월 - 2월) 08:00-17:00",
131463,,없음,없음,불가,,061-363-7576,,주차 가능,,전화 문의 061-363-7576,,,,
131877,,없음,없음,없음,,061-339-3000,,주차 가능,무료,"전화 문의 061-339-3000 <br />
홈페이지 <a href=""http://www.goldlake.co.kr"" target=""_blank"" title=""새창 : 골드레이크컨트리클럽 홈페이지로 이동"">http://www.goldlake.co.kr</a>",연중무휴 <br />* 악천후 및 천재지변 등으로 인하여 내장객의 안전 및 코스 관리가 필요할시 휴장,"36Hole/12,858m
 <br />* Gold Course - 9Hole/3,140m
<br />
 * Lake Course - 9Hole/3,317m <br />
 * Hill Course - 9Hole/3,330m<br />
 * Valley Course - 9Hole/3,071m",,
131799,,없음,없음,없음,,"관광안내전화 061-860-0224,0380(주간) <br>061-863-7071(야간)",,,,,,,,
131260,,없음,없음,없음,,061-339-7100,,주차 가능,,"전화 문의 061-339-7191~3<br />
홈페이지 <a href=""https://www.kjcc.co.kr"" target=""_blank"" title=""새창 : 광주컨트리클럽 홈페이지로 이동"">https://www.kjcc.co.kr</a>",연중무휴,"1,178,968㎡ (362,630평), 27홀 108파",일출 20분전 ~ 일몰 20분 후,
1751137,,없음,불가,가능,만 5세부터 가능,그랑프리승마파크 061-382-9102,연중개장,주차 가능,,전화 문의 061-382-9102,매주 월요일,,"평일 09:00 ~ 17:00 / 주말,공휴일 09:00 ~ 18:00 
※ 월 회원은 별도 시간 협의가능",
2483594,,없음,없음,없음,,"061-659-1187 (남면사무소) <br />
061-665-6565 (좌수영해운)<br />
061-666-8092 (한림해운)<br />
061-665-0011 (신아해운)",연중무휴,,,,,,,
2552776,120명,불가,불가,불가,만 8세이상,금오도캠핑장 010-7190-1944,,주차 가능(동시 30대 주차가능),무료,"현장접수 및 전화 예약, 인터넷 예약 모두 가능",연중무휴,"대지면적 4,631㎡, 건축면적 353.32㎡",상시개장,
2022673,,없음,없음,없음,,"010-3634-4887, 010-3631-4887",,,,"010-3634-4887, 010-3631-4887 <br />
<a href=""http://cafe.naver.com/goingdream.cafe"" target=""_blank"" title=""새창 : 꿈꾸는 캠핑장 네이버 카페로 이동"">http://cafe.naver.com/goingdream.cafe</a>",,,,
131055,,없음,없음,없음,,,,,,,,,,
1030883,,없음,가능,없음,,061-337-5700,,,,"예약문의 061-337-5700 (09:00~19:00)<br />
홈페이지 <a href=""http://www.najuhills.com/"" target=""_blank"" title=""새창 : 나주힐스컨트리클럽 홈페이지로 이동"">http://www.najuhills.com/</a>",,"면적320,000㎡, 9홀 전장 2,991미터",일출~일몰,
2481694,,없음,가능,불가,,느랭이골 1588-2704,,주차 가능,,"1588-2704 <br />
<a href=""http://www.neuraengigol.com"" target=""_blank"" title=""새창 : 느랭이골 홈페이지로 이동"">http://www.neuraengigol.com</a>",,,15:00 ~ 11:00(익일),
2013935,,없음,없음,없음,,담양군청 녹색환경과 061-380-3063,,,,,연중무휴,총구간길이 : 3.9km,24시간 개방,없음
715953,,없음,없음,없음,,담양다이너스티컨트리클럽 061-380-7500,,주차 가능,무료,"담양다이너스티컨트리클럽 <a href=""http://www.reinacc.co.kr/#main"" target=""_blank"" title=""새창 : 담양레이나컨트리클럽 홈페이지로 이동"">http://www.reinacc.co.kr/#main</a>",,코스규모 : 18홀 / PAR 72 / 7042yds,,
1820336,,없음,불가,불가,,땅끝오토캠핑장 061-534-0830,,,,"＊캐라반<br />
- 사전예약제이며 인터넷 홈페이지(<a href=""http://autocamp.haenam.go.kr/bbs/board.php?bo_table=reserv"" target=""_blank"" title=""새창 : 땅끝오토캠핑장 예약 페이지로 이동"">http://autocamp.haenam.go.kr</a>)로만 가능<br />
- 회원가입 후 예약접수하고 접수일 다음날 오후5시까지 이용료 입금하면 완료<br />
- 사용하고자 하는 날의 1개월 이전부터 예약 가능<br />
　(예시) 7. 10. 사용 ⇒ 6. 10 자정(00:00)부터 예약접수<br /><br />
＊오토캠핑장<br />
- 별도의 예약 없이 현장에서 선착순 이용가능하며 원하는 위치에 자유롭게 텐트 설치가능",,,"캐라반 : 14:00 ~ 익일 11:00 <br />
오토캠핑장 : 9:00 ~ 익일 14:00",
131228,,없음,없음,없음,,061-430-3262,,,,,,,,
131280,,없음,없음,없음,,관광안내콜센터 1588-9601,,,,,,,,
131338,,없음,없음,없음,,061-276-3640~2,,,,,,,,
131567,,없음,불가,없음,사고예방을 위해 7세미만 어린이 입장불가,"061-270-8371, 061-277-3640",,,,"061-270-8371, 061-277-3640","매주 월요일, 명절(1월1일, 설날, 추석)",,05:30 ~ 18:00,
131665,,없음,없음,없음,,061-450-9000,,주차 가능,무료,"예약전화 061-453-9003
<br /><a href=""http://www.muangc.co.kr"" target=""_blank"" title=""새창 : 무안컨트리클럽 홈페이지로 이동"">http://www.muangc.co.kr</a>",연중무휴,"1,969,730㎡ (595,850평), 54홀 216파",,
131105,,없음,없음,없음,,신안군 061-271-0512,,,,,,,,
131101,,없음,없음,없음,,완도군 관광안내소 061-550-5151,,,,,,,,
131409,,없음,없음,없음,,해남군 관광안내 061-532-1330,,,,,,,,
131768,,없음,없음,없음,,곡성군청 061-363-2011,,,,,,,,
2032322,,없음,가능,없음,,섬진강레일바이크 061-362-7717,,,,"홈페이지 : <a href=""http://www.gstrain.co.kr/GSindex.asp?BIG_CA=RAILBIKES&MID_CA=INFO"" target=""_blank"" title=""새창 : 섬진강레일바이크 홈페이지로 이동"">http://www.gstrain.co.kr/GSindex.asp?BIG_CA=RAILBIKES&MID_CA=INFO</a><br />
전화 문의 : 061-362-7717",,,,
131204,,없음,없음,없음,,061-381-8361,,주차 가능,,"전화 문의 061-381-8361 <br />
홈페이지 <a href=""http://www.sacamp.co.kr"" target=""_blank"" title=""새창 : 성암국제수련원 홈페이지로 이동"">www.sacamp.co.kr</a>",연중무휴,,,
1623973,,없음,없음,없음,,061-534-2618,,,,,,,,
1751225,,없음,가능,없음,만 5세 이상,순천승마장 061-755-0800,연중개장,주차 가능,,전화 문의 061-755-0800,,,06:00 ~ 20:00,
131198,,없음,없음,없음,,"061-755-5522, 061-755-6296~7",,주차 가능,,"전화 문의 061-755-5522, 061-755-6296~7 <br />
홈페이지 <a href=""http://www.scyouth.or.kr"" target=""_blank"" title=""새창 : 순천시청소년수련원 홈페이지로 이동"">http://www.scyouth.or.kr</a>",연중무휴,,,
131404,,없음,없음,없음,,061-740-8181,,주차 가능,무료,"전화 문의 061-740-8181
<br />
홈페이지 <a href=""http://www.sjcc.co.kr/"" target=""_blank"" title=""새창 :  
승주컨트리클럽 홈페이지로 이동"">http://www.sjcc.co.kr/</a>","명절, 천재지변이나 시설관리를 위한 부득이한 경우 임시 휴장","9,505m 27홀 108파",,
2500717,,없음,없음,없음,,신안군 문화관광과 061-240-8685,,,,신안군 문화관광과 061-240-8685,"월,화 (성수기 7~8월은 휴무없음)",,,
131099,,없음,없음,없음,,완도군 관광안내소 061-550-5152,,,,,,,,
1997322,,없음,가능,없음,,061-652-7882,,주차 가능,,"홈페이지 : <a href=""http://www.여수레일바이크.com"" target=""_blank"" title=""새창 : 여수레일바이크 홈페이지로 이동"">http://www.여수레일바이크.com</a><br />
전화 문의 : 061-652-7882",,,"3월~10월<br />
주중 09:00 ~ 18:00 / 주말(공휴일) 09:00 ~ 18:00<br />
1월~2월, 11월~12월<br />
주중 09:00 ~ 17:00 / 주말(공휴일) 09:00 ~ 17:00<br />",
131095,,없음,없음,없음,,여수서울낚시 061-643-4339,,,,"여수서울낚시 (061-643-4339)
<br /><a href=""http://www.yosubada.co.kr"" target=""_blank"" title=""새창 : 여수서울낚시 홈페이지로 이동"">http://www.yosubada.co.kr</a>",,,,
131098,,없음,없음,없음,,완도군 관광안내소 061-550-5151,,,,,,,,
131199,,없음,없음,없음,,061-553-3844,,주차 가능,,,"설날, 신정, 추석",,,
2604937,,없음,없음,없음,,목포 종합관광안내소 061-270-8598,,,,,,,,
1754856,,없음,가능,없음,만 5세 이상,임자해변승마공원 070-8285-2450,,주차 가능,,전화 문의 : 070-8285-2450,연중무휴,,09:00 ~ 19:00,
131054,,없음,없음,없음,,"장성호관광지 061-392-7248<br />
한국농어촌공사 관리사무소 061-393-0805",,,,,,,,
131060,,없음,없음,없음,,포두면사무소 061-830-6328,,,,,,,,
131432,,없음,없음,없음,,대덕읍행정복지센터 061-860-0603,,,,,,"250,000만여 평",,
131790,,없음,없음,없음,,전라남도종합사격장 061-333-5857,,,,,연중무휴(명절/사격장 대회 및 행사시 제외),"* 대지면적 57.614㎡<br />* 건축연면적 11.461㎡<br />* 지하1층, 지상3층",09:00 ~ 17:00,
1984255,,없음,없음,없음,,관리사무소 061-867-0555,＊개장일 : 2008년 10월 15일,주차 가능,,"홈페이지 : <a href=""http://www.jhfishingpark.kr/"" target=""_blank"" title=""새창 : 정남진해양낚시공원 홈페이지로 이동"">http://www.jhfishingpark.kr</a><br />
전화 문의 : 061-867-0555",,,일출~일몰,"[공원이용료] 성인 1,000원 / 소인 500원"
2613228,,없음,없음,없음,,보성군 문화관광과 061-850-5213,,없음,,,,,,
2406727,,없음,불가,불가,,"1899-7821<br />
(오전10시~오후5시 / 주말 및 공휴일은 휴무)","기상악화, 천재지변시 이용 불가",주차 가능,무료,"홈페이지 : <a href=""http://www.e-traveller.co.kr"" target=""_blank"" title=""새창 : 지리산온천랜드 카라반 홈페이지로 이동"">http://www.e-traveller.co.kr</a><br />
전화 문의 : 1899-7821",연중무휴,,14:00 ~ 11:00 (익일),온천랜드 이용료 별도
2606237,,없음,없음,불가,몸무게 30kg이상 100kg이하,061-362-0494,,주차가능,,,연중무휴(우천이나 기상악화시 휴장),,09:00~18:00,"정상가 16,000원"
1908046,,없음,없음,없음,,완도군청 관광정책과 061-550-5431,,,,,,,,
131102,,없음,없음,없음,,청산도여행센터 061-1600-7788,,,,,,,,
789508,,없음,없음,없음,,담양군 관광레저과 061-380-2795,,담양호 관광지 추월산 아래 주차장 이용,무료,,,,,
131100,,없음,없음,없음,,"완도군 관광안내소 061-550-5151~3, 6967",,,,,,,,
2381140,,없음,없음,없음,,"061-659-1225 (화정면사무소)<br />
061-662-5454 (태평양해운 여객선터미널)<br />
061-686-6655 (태평양해운 백야선착장)",,"여객선터미널 주차장, 백야항 주변 주차장",,"여객선 예매 <a href=""http://island.haewoon.co.kr"" target=""_blank"" title=""새창 : 가보고 싶은 섬 홈페이지로 이동"">http://island.haewoon.co.kr</a>",,,,
1751317,,없음,가능,없음,만 7세부터 가능,한울테마승마장 010-9696-8759,,주차 가능,,전화 문의 010-9696-8759,연중무휴,,09:00 ~ 18:00,
2395154,,없음,불가,불가,,"한화리조트 지리산 카라반 010-5811-0388<br /> 
(오전10시~오후5시 / 주말 및 공휴일은 휴무)","기상악화, 천재지변시 이용 불가",있음,무료,,,,"14:00 ~ 11:00 (익일) <br />
성수기 15:00 ~ 11:00(익일)",
131059,,없음,없음,없음,,삼계면사무소 061-390-7606,,,,,,,,
131411,,없음,없음,없음,,홍도관리사무소 061-246-3700,,,,,,,,
131400,,없음,없음,없음,,장흥군 해양수산과 061-860-0410,,,,,,,,
1194419,,없음,없음,없음,,신안군 문화관광과 061-240-8357,,,,,,"10km, 약 3시간 소요",,
1194470,,없음,없음,없음,,신안군 문화관광과 061-240-8357,,,,,,"7km, 약 2시간 소요",,
1194474,,없음,없음,없음,,신안군 문화관광과 061-240-8357,,,,,,"4.6km, 약 1시간30분 소요",,
1194477,,없음,없음,없음,,신안군 문화관광과 061-240-8357,,,,,,"10.3km, 약 3시간 소요",,
1194483,,없음,없음,없음,,신안군 문화관광과 061-240-8357,,,,,,"10.8km, 약 3시간 소요",,
1827496,,없음,없음,없음,,신안군관광안내소 061-240-8975,,,,,,,,
131542,,없음,없음,없음,,대정읍사무소 064-760-4082,,,,,,,,
1064572,,없음,없음,없음,,김녕요트투어 064-782-5271~3,,,,,,,,"60,000~3,000,000원"
636073,,없음,없음,없음,,010-8696-2187,,,,"홈페이지 : <a href=""http://diveland.kr/index.php?mid=board_re"" target=""_blank"" title=""새창 : 다이브랜드 예약페이지로 이동"">자세히 보기 &gt;&gt;&gt;</a><br />
전화 문의 : 064-732-9092",,,,
131784,,없음,없음,없음,* 사격 : 만 14세 이상 <br /> * ATV : 16세 이상 (어린이 동승가능),대유랜드 064-738-0500,,주차 가능,,064-738-0500,,,"11~2월 : 09:00~17:30 (12월 17:00)<br />
3~4월, 9~10월 : 09:00~18:00 <br />
5~8월 : 09:00~18:30 (7월말~8월중순 19:00)<br />
※ 자세한 이용시간은 전화문의",
131910,,없음,없음,없음,,라마다프라자제주호텔 064-729-8455,,,,,매월 첫째주 수요일,,"수영장 06:00~21:00<br />
사우나 06:00~21:00<br />
헬　스 06:00~21:00<br />
※ 실외수영장은 여름시즌에만 운영",
989025,,없음,없음,없음,,라온골프클럽 064-795-8000,,,,"* 전화 예약 064-795-8000 
* 팩스 예약 064-795-8001<br />
* 예약기간은 1개월 전부터 가능 (주중,주말,공휴일 공통)",연중무휴 <br />※ 구정 및 추석은 별도 운영 계획하에 공지<br />※ 작업 필요시 사정에 따라 코스별 휴장 가능,,일출시간부터 일몰시간까지,
1755042,,없음,가능,없음,단거리- 36개월 이상 / 장거리- 7세이상 / 귀족코스- 9세 이상,라온더마파크 064-795-8080,,주차 가능,,,,,"하절기(3~10월) 09:00~17:50 <br />
동절기(11~2월) 09:00~17:00",
989280,,없음,없음,없음,,레이크힐스 064-738-8858,,,,"064-738-8858 <br /><a href=""http://lakehills.co.kr/g_jj"" target=""_blank"" title=""새창 : 레이크힐스 제주 CC 홈페이지로 이동"">http://lakehills.co.kr/g_jj</a>",,,,
637398,,없음,없음,없음,10세 이상 보호자동반 남녀노소,제주경마공원 총무팀 064-741-9190,3월~11월 (12~2월 휴장),,,"이용방법 : 선착순 (※ 이용시 사전전화 확인 요망, 10인 이상 단체는 필수)","매주 월요일, 화요일","약 20,000㎡, 18홀(총 길이 849M)","연중(수-일) 11시-오후 5시(점심시간 12:00-13:00 미운영)<br>
 * 야간경마기간(7월-8월) : 공지사항 “렛츠런파크 제주 공원운영시간표” 참조",
2662724,,없음,가능,없음,,064-805-3113,,공용주차장,,,,,평일/주말 09:00 ~ 19:00(소요시간 2~3시간),유료
1620947,,없음,없음,없음,,멍에승마장 064-787-8020,,,,전화 문의 064-784-3631,,,"하절기 09:00 ~ 19:00<br />
동절기 09:00 ~ 17:00",
131007,,없음,가능,불가,,"064-747-5000, 064-710-8222",3~11월 (매년 변동됨)<br />2020년: 06월 05일 ~ 10월 04일,주차 가능,,"064-747-5000, 064-710-8222",,,10:00 ~ 19:00,
2661857,,없음,없음,없음,,"구좌읍사무소 064-728-1523<br/>
제주관광콜센터 064-740-6918",,,,,,,,무료
131836,,없음,없음,없음,,064-763-1234,,,,"064-763-1234, 010-7308-7089",,,,
1226460,200명,없음,가능,없음,,보물섬하이킹 고객센터 010-4582-8240,,10~50m거리의 공용주차장,무료,"홈페이지 예약 및 전화예약
- 이용시간은 당일 샵으로 방문하여 여행상담 후 결정하는게 좋음",연중무휴,,08:00 ~ 18:00,
988238,,없음,없음,없음,,블랙스톤 골프클럽 064-796-9988,,,,"전화예약 064-795-2121
<br />팩스예약 064-795-2323
<br />운영시간 (월~금) : 09:00 ~ 17:30 / (토,일) : 09:00 ~ 12:00",,"부지면적: 2,314,050m² (70만평)<br />
회원제골프장: 18홀(파72), 연장 약 6,779m(7,414야드)<br />
대중골프장: 9홀(파36), 연장 약 3,359m(3,673야드)",,
131221,,없음,없음,없음,,064-782-7001,,,,,연중무휴,,,
2414827,,없음,없음,없음,전연령,사려니숲길 064-900-8800,,주차가능,,,연중무휴,약 15km,09:00~17:00,무료
926249,,없음,없음,없음,,사이프러스 064-787-8888,,,,"전화 문의 064-787-8888 <br />
홈페이지 <a href=""http://www.cypress.co.kr"" target=""_blank"" title=""새창 : 사이프러스 골프앤리조트 홈페이지로 이동"">http://www.cypress.co.kr</a>",,"57만평(1,886,000㎡)",,
2370834,,없음,없음,없음,전 연령,064-792-3363,,주차가능,,,연중무휴,,,
131593,,없음,없음,없음,"24개월 이상 매표가능(단, 동승 금지)",서광승마장 064-794-5220,,주차 가능,,"홈페이지 <a href=""http://jejuseogwang.com"" target=""_blank"" title=""새창 : 서광승마장 홈페이지로 이동"">http://jejuseogwang.com</a><br />
전화 문의 064-794-5220","첫째,셋째 목요일 / 명절 당일<br />(단. 추석과 설, 명절이 첫째, 셋째주에 포함된 경우 명절 당일은 휴무일로 하며, 그 주 목요일은 정상영업)","마평 - 10,000평 / 관람석 - 자연관람석",09:20 ~ 18:00,
131644,,없음,없음,없음,,"064-760-6461, 6411",,,,,매주 월요일,,,
131597,,없음,없음,없음,만 10세 이상,서진승마장 064-782-0314,,주차 가능,,,연중무휴,,09:00 ~ 19:00,
131949,,없음,없음,없음,,성읍랜드 064-787-2324,,주차 가능,무료,,연중무휴,,하절기 09:30 ~ 18:30 / 동절기 09:30 ~ 17:00,
