contentid,discountinfofestival,playtime,program,sponsor1tel,sponsor2tel,age_limit,reservation_place,start_date,end_date,place,festival_grade,place_guide,spend_time,organizer,host,sub_event,use_fee
141181,,17:00~22:00,,054-571-7677,054-571-7677,전연령 가능함,,20200613,20200822,문경새재도립공원,,,,문경시,(재)문경축제관광조직위원회,,"- 1인 : 12,000원<br>- 커플권 : 22,000원<br>- 3인 가족권 : 31,000원<br>- 4인 가족권 : 40,000원<br>- 5인 가족권 : 49.000원<br>단체(20인 이상) 20%할인"
506295,,,,054-550-6395,054-550-6395,전연령 가능함,,20201201,20201215,온라인개최,대표축제,,기간내 자유,문경시,"문경문화관광재단, 문경찻사발축제추진위원회",,무료
2667583,,09:00~18:00,,054-679-1000,,,,20200731,20200817,국립백두대간수목원 일대,,,,국립백두대간수목원,,,"성인 5000원, 어린이 및 청소년 4000원, 어린이 3000원<br>
트램이용료 성인 1500원 / 어린이및 청소년 1000원 / 만6세 이하 및 장애우 무료<br>
전국 의료진 본인 동반 1인 무료입장(자격증 소지) , 가든샵 제품 10% 할인"
1328004,,11:00 ~ 19:00,,054-650-6902,054-650-6902,,,20190913,20190915,삼강주막 및 삼강문화단지 일원,,,기간내자유,예천군,세계유교문화재단,,
2563968,,13:00 ~ 22:00,,포항시 수산진흥과 054-270-2853,포항시 수산진흥과 054-270-2853,전연령 가능,,20190920,20190921,포항수협 활어위판장 일원(송도활어회센터 주차장),,,기간내 자유,포항수산업협동조합,"포항수산업협동조합, 경북일보",,무료
1847990,,10:00~22:00,,053-427-5114,053-427-5114,연령제한없음,,20191012,20191012,경북 경주시 첨성대 잔디광장,,,기간내자유,BBS 불교방송,"후원 경상북도, 경주시, 불국사 등",,
1742566,,2019.11.09~2019.11.10,,054-743-5521,054-743-5521,"15세이상 신체건강한 남녀 (어린이,장애인 보호자 동반시 가능)",,20191109,20191110,경주시 일원,,"* 
자가용<br />- 경부고속도로 경주나들목 - 국립경주박물관 - 경주역 - 황성공원<br />- 
경주역에서 포항방면으로 가다보면 왼쪽에 황성공원이 보인다. (5분 소요)<br /><br />*대중교통<br />- 
경주역에서 도보로 30분 거리<br />- 황성공원 방면 시내버스 이용<br />※경주시외버스터미널 
054-743-5599<br />※경주역 054-743-8848",무박 2일,(사)한국체육진흥회(한국걷기연맹) 가맹단체 (사)경주를 사랑하는 사람들의 모임,,,홈페이지 확인
2660119,,2020. 8. ~ 10. (기간 중 6회) / 18:00 ~ 21:30,,054-858-1894,,전체,,20200801,20201031,"월영교, 문화의거리(안동시내) 일대",,,3시간 30분,안동시,두루협동조합,,"1인 5,000원"
2661137,,,,054)856-3013,,,,20200806,20200809,월영교 일원,,,,안동시,,,
1410410,,,,054-855-0471,054-855-0471,전연령 가능,,20190920,20190922,"풍산읍 안동한지공장 일대, 한지공원내 안동한지전시장(전시)",,,기간내자유,안동시,(사)한국예총경상북도연합회,,
2025090,,9:00 ~16:00,,053-783-3399,053-783-3399,,"<a href=""http://www.kfkaward.com"">www.kfkaward.com</a>에서 사전접수 및 현장접수",20191025,20191027,경산생활체육공원 어귀마당,,,,"경상북도,경산시",(사)디자인정책연구원,,참가비 무료
705862,,16:00~익일07:40,,054-730-6393,,전연령 가능함,,20191231,20200101,삼사해상공원,,"* 중앙고속도로 서안동나들목 - 안동시내 - 34번 국도 - 청송군진보면 - 신촌약수
- 황장재 - 영덕읍 - 7번 국도 - 강구항 입구 - 삼사해상공원
<br />
* 영동고속도로 - 동해고속도로 - 7번 국도 - 삼척 - 울진 - 영덕 
- 강구항 입구 - 삼사해상공원",자유,영덕군관광진흥협의회,영덕군관광진흥협의회,,무료
1749349,,2019.10.25~2019.10.30,,054-639-7494,054-639-7494,전연령 가능함,,20191025,20191030,서천둔치(6각정 밑),,,기간내자유,영주시농업기술센터,"영주국화연구회, 소백야생화연구회",,무료
2613615,,10:00 ~ 17:00,,054-630-8711~8713,054-630-8711~8713,전연령 가능,,20201024,20201101,부석사,,,기간 내 자유,영주시,(재)영주문화관광재단,,무료
229892,,2020.10.30/2020.11.01 (3일간),,054-330-6702,054-330-6702,전연령 가능함,,20201030,20201101,영천시 보현산천문과학관 일원,,,,영천시,영천시보현산별빛축제위원회,,무료
2560545,,10:00 ~ 20:00 (2일),,054-339-7397,054-339-7397,전 연령 관람 가능,,20190928,20190929,영천시농업기술센터 일원,,,기간 내 자유,영천시,(사)영천와인사업단,,"입장 무료, 와인잔 구매 3,000원(와인잔 구매시 와인시음 무료)"
2622679,,11:00 ~ 21:00,,054-650-6396,054-655-8082,,,20191018,20191019,경북 예천군 호명면 도청신도시 내 메가박스 및 야외 특설무대(제2공영주차장),,,,예천군,(사)공연제작 엑터스토리,,무료참가
1939183,,09:30~18:00,,053-754-7981,053-754-7981,,,20200808,20200808,문경새재도립공원,,,,대구한국일보,엠플러스한국,,1인 1만원 (버스 이용료 별도 문의)
1391103,,2019. 9. 20.(금) ~ 9. 29.(일),,054-480-7365,054-480-7365,전연령 가능,,20190920,20190929,상장리 한천변 코스모스축제장,,,기간내자유,장천코스모스축제 추진위원회,장천면체육회,,무료
2387763,,10시~17시,,054-970-1519,,,,20191026,20191026,영천시 교육문화센터,,,기간내자유,대구경북영어마을,,,무료
2646267,,,,054-372-5050,054-372-5050,전 연령 가능,,20201105,20210228,청도 프로방스,,,기간 내 자유,청도 프로방스 포토랜드,,,"홈페이지 참조(<a href=""http://www.cheongdo-provence.co.kr"" target=""_blank"" title=""새창: 행사 홈페이지로 이동"">http://www.cheongdo-provence.co.kr</a>)"
2617500,,"9. 13(금) 15:00, 19:00<br>9. 14(토) 13:00, 15:00, 19:00",,054-777-6930,054-777-6930,,,20190913,20190914,"교촌한옥마을, 월정교 일원",,,,경주시,(재)경주문화재단,,
2642199,,14:00 ~ 21:00,,포항시 수산진흥과 054-270-2853,포항시 수산진흥과 054-270-2853,전 연령 가능,,20191231,20200101,영일대 해수욕장 일원,,,기간 내 자유,경북매일신문,"포항시, 포항시의회",,무료
650679,,13:00 ~ 21:00,,포항시 수산진흥과 054-270-2853,포항시 수산진흥과 054-270-2853,전연령 가능함,,20191109,20191110,구룡포 아라광장 일원,,,기간내자유,포항시,포항구룡포과메기사업협동조합,,무료
1748721,,09:00~18:00,,054-289-7853~7,054-289-7853~7,전연령가능,,20201010,20201031,"영일대해수욕장, 포항운하, 철길숲, 오천예술로",,,기간내자유,포항시,포항문화재단,,무료
2502973,"경북도민, 학생 20,000원 / 어린이, 장애인, 만 65세 이상, 국가유공자 15,000원",,,054-775-0815,054-775-0815,만 48개월 이상,인터파크 티켓,20200509,20201231,경주세계문화엑스포공연 내 문화센터,,,75분,"경상북도, 경주시",,,
704189,,"- 12월까지 매주 화~일요일 상설진행 (단, 월요일이 공휴일인 경우는 공연)<br>- 14:00~15:00 약 한시간 공연","[무동마당]<br />
- 마을 수호신인 성황신(각시광대)이 무동을 탄 채 마을로 들어오면, 구경꾼들은 준비한 옷가지를 서낭대에 걸며 마을의 평안과 풍년을 기원한다.<br /><br />   
[주지마당]<br />
- 암수 한 쌍의 주지(나쁜 짐승이나 귀신을 쫓기 위한 사자탈)가 어울려 격렬한 춤을 추며 다툰다. 이는 잡귀와 사악한 것을 쫓아냄을 나타내며 암수의 싸움에서 암컷이 이기는 것은 곧 다산과 풍농을 의미한다.<br /><br />   
[백정마당]<br />
- 백정의 거침없는 몸짓과 소를 단번에 때려잡는 행위를 통해 신분차별에서 비롯된 사회적 모순에 저항하고, 잡은 소의 배를 갈라 소불알을 꺼내 드는 행동을 통해 성을 금기시하면서도 은근하게 즐겼던 당대 사회의 모순 및 위선을 신랄하게 비판한다. <br /><br />

[할미마당]<br />
- 청어를 둘러싸고 벌어지는 영감과 할미의 싸움으로 할미의 적극적인 대응을 통해 당시 가부장적 권위 및  남녀의 상하관계를 부정하며 당대 사회질서에 저항하는 민중의식을 나타낸다.<br /><br />
 
[파계승마당]<br />
- 스님이 종교적인 계율을 버리고 세속적인 삶을 즐기는 과정을 적나라하게 보여준다. 이를 통해 고려말의 불교와 스님들의 타락상을 생생하게 보여주며 이를 통해 위선적인 종교계를 풍자한다.<br /><br />

[양반선비마당]<br />
- 양반과 선비가 부네(여인)와 소불알을 놓고 싸우는 모습을 통해 당대 지배층의 위선과 가식을 여과없이 드러낸다. 또한 이를 통해 민중들의 억눌린 감정과 불만을 해소한다.",054-854-3664,054-854-3664,전 연령 가능,,20200101,20201231,하회마을탈춤공연장,,,약 60분,하회별신굿탈놀이보존회,하회별신굿탈놀이보존회,"[뒷풀이 마당과 포토 타임]<br />
- 공연 후 관객들이 함께 참여할 수 있는 뒷풀이 마당과 사진 촬영 진행<br /><br />
[단체 체험 프로그램(15인 이상 참여 시 유료 진행)]<br />
-  생생 탈춤 따라 배우기, 아카데미, 하회별신굿탈놀이 스토리텔링, 탈 만들기 체험 등",무료
2552425,,18:00~22:00,,054-530-0771,,전연령가능,,20200814,20200817,국립낙동강생물자원관 전시관 및 야외공연장,,,기간내자유,국립낙동강생물자원관,,,무료
663536,,2019. 12. 31 ~ 2020. 1. 1 (2일간),,포항문화재단 축제운영팀 054-289-7852~7858,포항문화재단 축제운영팀 054-289-7852~7858,전연령 가능,,20191231,20200101,호미곶해맞이광장,,"[자가용]<br />
* 경부고속도로 경주나들목 - 포항 방면 7번 국도 - 포항시 남구 - 구룡포 방면 31번 국도 - 동해면 임곡리 - 925번 지방도 - 호미곶<br />
* 중앙고속도로 서안동나들목 - 안동시내 - 34번 국도 - 진보면 - 영덕읍  - 7번 국도 - 포항시 - 호미곶<br /><br />

[대중교통]<br />
* 시내에서 200, 200-1번 좌석버스 이용시 구룡포 종점 하차 <br />
* 대보행 시내버스 이용시 호미곶 하차 (40분 간격운행) <br />
* 시내에서 구룡포, 감포 방면 31번 국도 이용시, 구룡포읍내 진입 후 925번 <br />
  지방도 이용하여 차량으로 20분 정도 가다보면 호미곶해맞이광장 위치 <br />
※포항역 054-275-2394, 포항시외버스터미널 054-274-2313",기간내 자유,포항시,포항문화재단,,무료
2428176,,2019.09.28,,02-532-9049,02-532-9049,,선착순 입장,20190928,20190928,낙동강체육공원,,,기간내자유,"LG, 구미시",,,무료
142064,,,,054-679-6341~3,054-679-6341~3,전연령 가능함,현장 및 온라인 판매 가능,20200801,20200809,온라인개최,우수축제,,기간내자유,봉화군,(사)봉화군축제위원회,,홈페이지 참고
694576,,,,055-330-3958,055-330-3958,전연령 가능함,,20201029,20201101,"김해시 일원 (대성동고분군, 수릉원, 해반천, 가야의거리 외)",,,기간내자유,김해시,(사)가야문화축제제전위원회,,무료
2508344,,매일 19:30,,055-359-4527,055-359-4527,전 연령 관람가능,,20191018,20191019,영남루 및 밀양강 야외 공연장 일대,,,80분,밀양시,(재)밀양문화재단,,무료
1506389,,2020.01.01,,010-2712-4482,055-940-7660,군민누구나 가능,,20200101,20200101,거창군 감악산 일원,,,행사기간 내 자유,남상면청년회,남상면청년회,,무료
650951,,,,055-369-4273,055-369-4273,전연령 가능함,,20191221,20191222,경남 거제시 외포항,,"* 순천, 광주 및 진주방면<br />&nbsp;&nbsp;진주JCT 
→ 35번고속도로 → 통영IC → 14번국도 → 통영 → 거제<br />&nbsp;&nbsp;[진주↔거제 
신현읍 고현리 간 약 60km, 40분소요]<br /><br />* 대구,부산방면<br />&nbsp;&nbsp;서마산I.C 
→ 14번국도 → 고성 → 통영 → 거제<br /> &nbsp;[서마산↔거제 
신현읍 고현리 간 약 100km, 1시간30분소요]<br>",,거제대구수산물축제위원회,거제수산업협동조합,,프로그램별 상이
2640223,,13:00 ~ 20:00,,055-639-3944,055-639-3944,전 연령 가능,,20191231,20191231,거제시 장승포항 수변공원 일원,,,기간 내 자유,거제시,2019 거제 장승포항 송년불꽃 축제 추진위원회,,무료
1732929,,,,055-639-6443,055-639-6443,전연령 가능함,,20201031,20201108,거제시농업개발원,,,기간내자유,거제시,거제시 농업기술센터,,홈페이지 참고
1426937,,2019.10.25~2019.11.10  17일간,,055)940-8510,055)940-8510,전연령 가능,,20191025,20191110,거창사건추모공원 일원,,"* 일반버스 
<br />- 서흥여객(완행) - 승차&nbsp;: 김천리 서흥여객 주차장<br />        - 
하차&nbsp;: 신원면 거창사건추모공원<br />        - 
소요시간 : 약 40분<br />        - 
배차간격 : 1시간<br /><br />* 자가용<br />- 거창읍- 박물관 - 감악산 - 청연마을 - 신원 
괴정리 - 추모공원<br />- 거창읍 - 정장농공단지 - 남상임불 - 신원양지 - 신원 괴정리 
- 추모공원<br /><br />* 주차장 : 제2주차장은 폐쇄되므로 방문차량은 정문 제1주차장을 이용",기간내자유,거창군,거창군,,무료
1866255,,19:00~,,070-8809-9182,070-8809-9182,연령제한없음,,20191201,20200127,거창군청 로타리 앞 무대,,,기간내자유,거창크리스마스트리문화축제위원회,거창크리스마스트리문화축제집행위원회,,무료
2633479,,,,055-230-8863,,전 연령 가능,,20191108,20191109,창원문성대학교 중앙공원 일원,,,기간 내 자유,경상남도,경남문화예술진흥원,,안내처 문의
141105,,평일 : 09:00~18:00 금~토 : 09:00~22:00,,055)670-3816,055)670-3816,전연령 가능,,20210917,20211107,"당항포관광지(주행사장),상족암군립공원(특별행사장)",,,3시간 ~ 6시간,경상남도 고성군,(재)경남고성공룡세계엑스포조직위원회,,"[개인] 성인 18,000원 / 청소년 14,000원 / 어린이 12,000원<br>
[단체20인이상] 성인 14,000원 / 청소년 10,000원 / 어린이 7,000원<br>
※ 어린이 : 만 3세이상 ~ 만13세미만<br>
※ 무료 : 국가유공자 및 유족, 영유아(만3세 미만), 장애인1~3급, 장애인1~3급은 동반보호자 1인 포함, 단체인솔자 및 교사(입장 전 사전등록), 단체관람객 유치자<br><br>
할인정보 : 사전예매 기간(2019. 9.1. ~  2020.6.30.)<br>
성인 : 12,000원 / 청소년 : 8,000원 / 어린이 : 6,000원"
1906179,홈페이지 참고,,,055-746-7413,055-746-7413,공연마다 상이,,20200613,20200623,통영시민문화회관,,,공연마다 상이,(사)한국연극협회경남지회,,,홈페이지 참고
1793850,,2020.01.24~2020.01.27 / 01.25 휴관,,055-320-6821,055-320-6821,전연령 가능함,,20200124,20200127,경남 김해시 국립김해박물관 일원,,,시간내 자유,국립김해박물관,,,참가비 무료
1889579,,2020.01.24~2020.01.27 / 01.25 휴관,,055-740-0693,,연령제한없음,,20200124,20200127,국립진주박물관,,,기간내자유,국립진주박물관,,,무료
2640861,,10.07 토요일 개막식 17:00,,055-326-4200,055-326-4200,전 연령 가능,,20191207,20200105,동상동 종로길 일원,,,기간 내 자유,크리스마스 추진위원회,크리스마스 추진위원회,,무료
1398134,,,,055-970-6401~3,055-970-6401~3,전연령 가능,,20191018,20191019,한국선비문화연구원,,"<DIV class=tour_con><DIV class=tour_con01>
        <b>* 대전-통영간 고속도로</b><br /> 단성IC→지리산방향(국도20번)→시천면사리→남명기념관 
<br /></DIV></DIV>",기간내자유,산청군,,,무료
2614458,,,,010-4590-4642,010-4590-4642,,,20200725,20201003,"다랭이마을 두레방 (체험관), 해안산책로",,,,다랭이마을,다랭이마을,,참가비 무료
1150297,,06:00 ~ 09:00,,010-6700-6402,010-6700-6402,전연령 가능함,,20200101,20200101,다랭이마을 다목적 광장 일원,,"* 남해고속도로 진교IC - 남해대교 - 남해읍 - 남면 해안도로 - 가천마을<br />
* 남해고속도로 사천IC - 창선·삼천포대교 - 미조면 - 상주해수욕장 - 가천",시간내 자유,다랭이마을,"다랭이마을 청년회, 부녀회",,무료
2559210,,2019.09.21~2019.09.27,,055-634-5432,055-634-5432,전연령 가능,,20190921,20190927,경남 거제시 둔덕면 방하마을,,,기간내 자유,거제시청,청마꽃들 추진위원회,"거제시민과 함께 하는 각종(사물놀이, 농악대 등) 공",무료
637693,,,,055-225-2346,055-225-2346,전연령 가능,,20201030,20201108,마산가고파수산시장 장어거리 앞 / 창동∙오동동 / 돝섬,,,기간내자유,창원시,마산국화축제위원회,,무료
1762280,,,,055-296-2266,055-296-2266,전연령 가능함,,20190914,20190916,만날공원 (만날근린공원) 일원,,,자유,창원시,마산예총(만날제운영위원회),,
580049,,공연일정 참고,,055-355-2308,,24개월 부터 다양한 연령층 까지 관람 가능한 작품으로 구성,,20200801,20200816,"밀양연극촌, 밀양아리랑아트센터, 표충사, 얼음골, 터윈터널, 삼문고수부지 바닥분수 등",,,65분~100분,밀양시,"(재)밀양문화재단, 밀양공연예술축제추진위원회",,홈페이지 참고
2657450,,"매주 금, 토 20:00 ~ 20:30 약 30분",,055-355-4506,,전체연령,,20200509,20200919,영남루 건너편 밀양강 둔치 일대,,,약 30분,밀양문화재단,,,없음
2618431,,2019. 9. 28.(토) 19:30~21:00,,02-512-7798,02-512-7798,,,20190928,20190929,"밀양아리랑아트센터, 밀양아리랑대공원",,,,밀양시,"비베카요가, 원광디지털대학교",,"대회참가 5만원, 컨퍼런스 참가 9만원, 요가콘서트 및 부대행사 무료"
1965686,,010-4112-5239,,010-4112-5239,010-4112-5239,전 연령 가능,,20191109,20191109,덕곡면 밤마리오광대 야외공연장,,,기간 내 자유,합천밤마리오광대보존회,,,무료
2656463,,"매월 보름 (보름을 전후한 토요일), 비정기적 토요일 / 저녁 6시~8시(일몰 시간에 따라 다름)",,055-883-6544,055-883-6544,,,20200101,20201231,하동군 평사리 섬진강 백사장 (사전 공지),,,,하동주민공정여행 놀루와 협동조합,하동주민공정여행 놀루와 협동조합,,1만원
1620586,,08:00~17:00,,055-392-2547~8,055-392-2547~8,전연령 가능함,,20200511,20200511,천성산 일원,,"1. 부산노포동버스터미널 → 301,2100,2300,1002,1127번 버스 이용→주진 하차<br /> 주진마을 입구에서 
   미타암 버스 이용- 미타암도착후 군락지까지 산행
 
<br /><br />2. 양산시외버스터미널 → 57번 버스 이용→주진 하차 → 주진마을 입구에서 <br /> &nbsp;미타암 버스 이용
    -미타암도착후 군락지까지 산행",기간내 자유,양산시,천성산 철쭉제 추진위원회,,무료
1433194,,"2018. 11. 3(토) ~ 4(일),",,055-365-6262,055-365-6262,"전연령 관람, 참가가능",,20191102,20191103,양산배내골 홍보관,,,자유,배내골주민위원회,,,
2512130,,2019.10.19~2019.10.20,,055-367-9556,055-367-9556,전연령 가능,,20191019,20191020,통도문화예술거리,,,기간내 자유,통도예술마을협동조합/양산 행복나눔 차인회,통도예술마을협동조합/양산 행복나눔 차인회,,체험비 무료
1752170,,9:00(개회식 10:00),,055-530-1525,055-530-1525,전연령 가능함,,20191109,20191109,우포늪 생태관 야외무대,,"&nbsp;* 승용차<br />- 대구와 창원을 잇는 중부내륙고속도로를 이용해 창녕 I.C통과 
&nbsp;교차로에서 우회전,이정표를 따라 약 5.8km 
<br />&nbsp;&nbsp;회룡마을에서 우회전, 우포늪 세진주차장까지 약2km <br>
* 대중쿄통<br />- 택시이용:택시를 이용해 우포늪 세진주차장으로 이동 
<br>
- 버스이용 영신버스터미널로 이동(걸어서 3분 거리) 
<br>
<ul>
    &nbsp;유어 또는 적교방면 버스 승차(40분 간격) 회룡에서 하차 
    <br>
    &nbsp;세진리 주차장까지 걸어서 30분<br />&nbsp;영신버스터미널~세진주차장 방면 운행 (하루 3번, 
25분 소요, 운행시간/ 07:00,13:30,18:00) &nbsp;<br>
</ul>","우포늪 생명길 완주코스 (8.4㎞ / 2시간 30분 정도), 하프코스 (2.7㎞ 왕복 / 1시간 정도)",창녕군,새마을운동 창녕군지회,,참가대상 : 제한없음(참가비 무료)
1090673,,2019.09.13~2019.09.14,,055-570-4192,055-570-4192,전연령 가능함,,20190913,20190914,전통농경문화테마파크 의령민속소싸움경기장,,"군북ic에서 의령방향으로 오시다가 의령관문을 지나면 전통농경문화테마파크에 오실 수 있습니다.
※합천에서 오실때는 의령방면으로 오셔서 군북ic방면으로 가시면 의령관문을 지나기전에 위치해있습니다",기간내자유,(사)한국민속소싸움협회의령군지회,(사)한국민속소싸움협회의령군지회,,
1719663,주차무료,,,055-882-2354,055-882-2354,전연령가능함,,20190927,20190929,경남 하동군 이병주문학관,,"* 자가운전<br /><br />&nbsp;&nbsp;서울·대전·통영고속도로에서 단성I.C나와서 
(지리산, 중산리방향) 8.5km가서 좌회전 - 1005번지방도(옥종,북천방향)로<br /> &nbsp;&nbsp;21km가서 
우회전 - 2번 국도(하동,순천방향) 1.5km가서 좌회전 - 1005번 지방도(진교IC방향)으로 
2.2km<br /><br />&nbsp;&nbsp;남해고속도로에서 곤양/서포 I.C나와서 58번도로(곤명,진주방향) 
7.8km가서 좌회전 - 2번 국도(하동,순천방향) 5.7km가<br />&nbsp;&nbsp;서 좌회전 
- 1005번 지방도(진교IC방향)으로 2.2km<br /><br />&nbsp;&nbsp;하동읍에서 2번 국도(진주방향)으로22km 
- 1005번 지방도(진교IC방향)으로 우회전 2.2km<br /><br />* 버스<br />&nbsp;&nbsp;진주→하동 
: 진주시외버스터미널(055-741-6039)에서 첫차 오전 6시 35분부터 막차 오후 9시까지 
40~50분마다 1대씩 <br />&nbsp;&nbsp;다닌다. 하동군 북천면 소재지 정류장에서 내리면 
된다. <br /><br />* 기차<br />&nbsp;&nbsp;북천역 055-883-7788<br>",,"(사)이병주기념사업회, KBS진주방송국",,,
2624011,,09:00~23:59,,055)643-3335,055)643-3335,전 연령 가능,,20191025,20191110,경남 통영시 도남동 트라이애슬론 광장 일대,,,기간 내 자유,"경상남도, 통영시","제13회 이순신장군배 국제요트대회 조직위원회, 경상남도요트협회",,무료 (일부프로그램 유료)
1751873,"7세 이하 무료, 후원회원 50%할인",2019.10.21_공식홈페이지 통한 일정변경,,055-884-0850,055-884-0850,전연령 가능함,,20191102,20191102,지리산 둘레길 산청센터,,,,"사단법인 숲길, 지리산둘레길 실무협의회",,,"당일 10,000원 1박2일 40,000원"
1499645,,2020. 1. 2.(목) 10:00 ~ 1. 5.(일) 16:30,,055-973-0085,055-973-0085,전연령 가능 (누구나 참가가능),,20200102,20200105,산청곶감유통센터,,"[고속도로] : 대전~통영간고속도록 - 단성IC - 지리산방향(국도20) - 시천면 천평리 
   <br />[시외버스] : 서울남부고속터미널 - 산청합동버스터미널<br>",기간내자유,"지리산산청곶감작목연합회, 산청군농업협동조합",지리산 산청곶감축제위원회,,무료
1733858,,2019.11.02~2019.11.03,,054-960-5421,054-960-5421,전연령 가능함,,20191102,20191103,마천면 체육공원,,"* 
자가용<br />- 대전통영고속도로 : 생초IC - 화계 - 마천 - 가홍교 - 송알삼거리 - 
백무동<br />- 대전통용고속도로 : 함양JC(분기점)88고속도로<br />         &nbsp;&nbsp;1) 
함양 IC (함양시내)-오도재-마천-백무동<br />         &nbsp;&nbsp;2) 
함양 IC (함양시내)-인월- 산내- 마천- 백무동<br />         &nbsp;&nbsp;3) 
지리산IC-인월-산내-마천-백무동<br /><br />* 버스노선 문의 : &nbsp;함양시외버스터미널 
055-963-3281 / 함양지리산고속 055-963-3745&nbsp;",기간내 자유,지리산천왕축제위원회,,,무료
2446039,,매주 토요일 오후 2시 ~ 4시,,문화예술과 055-749-5312,문화예술과 055-749-5312,전 연령 가능,,20200801,20201031,진주성 촉석루 및 야외공연장,,,약 90분,"진주검무, 진주삼천포농악, 진주포구락무, 신관용류가야금산조, 진주오광대 공연단",진주시,,무료
1428764,,2019.11.15~2019.11.16,,055-749-8324,055-749-8324,연령제한없음,,20191115,20191116,진주실내체관,,,자유,진주시 평생학습센터,,,무료
2562752,,10:00~17:00,,055-225-3684,055-225-3684,전 연령 가능,,20191116,20191117,창원 중앙대로 최윤덕 장상 ~ KBS 사거리 및 성산아트홀 일원,,,기간 내 자유,창원시,,,프로그램 별 상이
992456,,2019.04.07-28,,055-267-5599,055-267-5599,전연령 가능함,,20200509,20200509,창원시 일원,,"* 부산지역<br />&nbsp;&nbsp;남해고속도로 진입 → '장유'인터체인지(창원진입) → 창원터널 통과(유료) → 지하도 직진 통과 → <br />&nbsp;&nbsp;동남관리공단 삼거리에서 우회전 → 직진 신호등 3개 통과 → 창원시청 광장 270도 회전(종합운동장<br /> &nbsp;&nbsp;방향)후, 20m 앞 신호에서 우회전 → 첫 삼거리에서 직진 후 바로 우회전 → 성산아트홀 지하주차장<br />
<br />* 대구, 마산, 진주지역<br />
&nbsp;&nbsp;남해고속도로(대구는 구마고속도로와 합류) → '동마산'인터체인지(창원방향 진입) → 창원대로 진입 <br />&nbsp;&nbsp;→&nbsp;지하도 2곳 통과(직진) → 창원병원 사거리에서 좌회전 → 직진 신호등 4곳 통과 후 바로 우회전 →<br /> &nbsp;&nbsp;성산아트홀 지하주차장<br />
<br />* 통영, 고성지역<br />
&nbsp;&nbsp;마산 진동 → 경남대 사거리 통과 → 해안도로 삼거리에서 좌회전 → 이후 해안도로를 타고 계속 직진<br /> &nbsp;&nbsp;→ 봉암삼거리에서 창원방향 진입 → 홈플러스 사거리에서 우회전 → 지하도 직진 통과 → 창원병원 <br />&nbsp;&nbsp;사거리에서 좌회전 → 직진 신호등 4곳 통과 후 우회전 → 성산아트홀 지하주차장",기간내자유,창원시,"창원예총, (사)고향의 봄 기념사업회, MBC경남, 천주산진달래축제위원회",,무료
1384063,,,,055-225-3658,,전연령 관람 및 참가가능,,20190921,20190922,창원 남산공원 일원,,,기간내자유,창원남산상봉제 축제위원회,,,무료
1854345,,2019.11.02~2019.11.03,,055-225-2341,055-225-2341,연령제한없음,,20191102,20191103,"창원성산아트홀 야외공연장, 조각공원, 용호동 가로수길",,,기간내자유,창원예술문화단체 총연합회,창원예술문화단체 총연합회/(재)창원문화재단,,무료
1748122,,10:00-18:00,,055-714-1978,055-714-1978,전연령 가능함,,20200917,20201101,"성산아트홀, 용지공원",,,,창원시,창원문화재단,,무료
1433165,,10:00~18:00,,055-266-8680,055-266-8680,전 연령 가능,,20191102,20191102,창원용지문화공원,,,기간 내 자유,창원시,창원YMCA,,무료
2627747,,09:00 ~ 20:00,,055-570-4110~4,055-570-4110~4,전 연령 가능,,20191109,20191110,전통농경문화테마파크,,,기간 내 자유,토요애 의령 농특산물 축제위원회,,,무료
292885,,,,055-880-2363,055-880-2363,전연령 가능함,,20191012,20191013,하동군 최참판댁 일원,,"* 자가용<br />* 서울출발<br />- 경부고속도로(중부고속도로)→호남고속도로→전주(국도 19호선)→임실→남원→구례→화개→악양→최참판댁<br />- 
경부고속도로(중부고속도로)→대진고속도로→서진주IC→남해고속도로→하동IC→하동→악양→최참판댁<br /><br />* 
부산출발<br />- 남해고속도로→하동IC→하동→악양→최참판댁<br />- 남해고속도로→진주IC(국도2호선)→하동→악양(국도 19호선)→최참판댁<br /><br />* 
대구출발<br />- 중부내륙고속도로(구마고속도로)→남해고속도로→하동IC→하동→악양→최참판댁<br /> - 88고속도로→남원(국도 
19호선)→구례→화개→악양→최참판댁<br />&nbsp;<br />* 광주출발<br />- 남해고속도로→하동IC→하동→악양→최참판댁<br /><br /><br />* 
대중교통<br />- 하동에서 악양행 시내버스 이용. 하루 13회 운행, 20분 소요<br />- 
하동시외버스터미널 055-883-2663",기간내자유,하동군,토지문학제추진위원회,,
1772225,,06:00 ~ 08:20,,055-650-4032,,전연령 가능함,,20200101,20200101,경남 통영시 이순신공원 일원,,[자가용]<br />통영시청→장대삼거리→정량사거리→철공단지방향→청마문학관→망일봉 입구,자유,통영시청,통영시청,,무료
1824778,,,,055-645-6379,,공연마다 다름,,20201023,20201101,통영시내일원,,,공연마다 다름,"통영시, 통영연극예술축제","통영시, 통영연극예술축제",,홈페이지 참고
2662231,,09:30~18:30,,010-3526-8045,,,,20200821,20200927,하동 송림공원 인근 섬진강변,,,,협동조합노리터,하동군,,"오전권 30000원 (9:30~13:00/오후권 40000원 (14:00~18:30)/종일권 50000원 (9:30~18:30)/ 할인정보-군민할인, 조합사 이용할인"
