contentid,capacity,baby_carriage,credit_card,pet,age_range,guide,info_center,open_date,parking,rest_date,season,use_time,cultural_heritage,natural_heritage,archival_heritage
1959947,,없음,없음,없음,,,055-359-5788,,,,,,0,0,0
1959950,,없음,없음,없음,,,055-359-5637,,,,,,0,0,0
1959953,,없음,없음,없음,,,055-930-3178,,,,,,0,0,0
1578600,,없음,없음,없음,,,055-940-3431,,있음,,,,0,0,0
1959958,,없음,없음,없음,,,055-940-3431,,,,,,0,0,0
128691,,없음,없음,없음,,,055-960-5756,,,,,,0,0,0
2656383,,없음,없음,없음,,,055-212-4501,,,,,,0,0,0
128690,,불가,없음,불가,,,055-962-4638,,주차 가능,연중개방,,,0,0,0
127748,"1,000명",불가,가능,불가,,숲해설,용추자연휴양림 055-963-8702,,주차장 2개소,,,당일 14:00~익일 11:00,0,0,0
127879,,없음,없음,없음,,,한산면사무소 055-650-3600,,,,,,0,0,0
126743,,없음,없음,없음,,,055-645-3060,,주차 가능,연중무휴,,,0,0,0
1959971,,없음,없음,없음,,제례(제례봉행),055-970-6413,,,,,,0,0,0
346658,,불가,없음,없음,,,055-291-3100,,있음,연중무휴,,,0,0,0
2496313,,없음,없음,없음,,,055-225-3702,,,,,,0,0,0
127104,,없음,없음,없음,,,통영관광안내소 055-650-0580,,,,,,0,0,0
128656,,없음,없음,없음,,,거창군청 문화관광과 055-940-3420,,,,,,0,0,0
1959975,,없음,없음,없음,,,055-749-8579,,,,,,0,0,0
1959984,,없음,없음,없음,,,055-930-3178,,,,,,0,0,0
346659,,불가,없음,불가,,,055-867-3725,,주차 가능,연중무휴,,,0,0,0
250409,,없음,없음,없음,,,산청군청 055-970-6000,,,,,,0,0,0
1959993,,없음,없음,없음,,춘계제례,055-225-3673,,,,,,0,0,0
128663,,불가,없음,없음,,,055-835-8656,,있음,연중무휴,,,0,0,0
127784,,없음,없음,없음,,,산청군 문화관광과(관광진흥) 055-970-7205,,,,,,0,0,0
126863,,불가,없음,불가,,,산청군 녹색산림과 055-970-6911~4,,,※ 기상여건에 따라 출입통제 가능,,,0,0,0
128675,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
127226,,불가,없음,불가,,,055-548-2114,,없음,연중무휴,,,0,0,0
126927,"1,400명/1일",없음,없음,불가,,,055-382-5839,1993년,있음,,,"캠핑(데크/노지)<br>
- 입실  12:00 / 퇴실 11:30<br>
평상(계곡)<br>
- 입실 09:00<br>
산막(방갈로)<br>
- 입실 12:00 / 퇴실 11:00<br>
숙소<br>
- 입실 13:00 / 퇴실 12:00",0,0,0
346988,,불가,없음,불가,,,055-335-6449,,주차 가능,연중무휴,,,0,0,0
946308,,없음,가능,불가,,"* 수제 초콜릿 만들기<br />
* 우드아트<br />
* 전사컵 만들기<br />
* 가죽공예<br />
※ 단체(20인 이상) 전화예약<br />
※ 평일, 주말 상시체험가능(휴관일 제외)<br />
※ 입장가능시간 1시간 30분전까지 체험실 방문<br />",원예예술촌 055-867-4702,2009년 06월 13일,주차 가능,매주 월요일,,"1월~3월 09:00~18:00<br />
4월~10월 09:00~19:00<br />
11월~12월 09:00~18:00<br />
※ 입장시간은 개방시간 1시간 전까지 가능",0,0,0
1578296,,없음,없음,없음,,,055-940-3431,연중개방,있음,,,,0,0,0
347224,,없음,없음,불가,,,055-375-4111,,주차 가능,연중무휴,,,0,0,0
1960000,,없음,없음,없음,,장유문화 대학1기(전통서원의 기원),055-330-3934,,,,,,0,0,0
127137,,없음,없음,없음,,,055-940-7510,,,,,,0,0,0
1576678,,없음,없음,없음,,,055-940-3420,,,연중무휴,,,0,0,0
250426,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
1960003,,없음,없음,없음,,,055-670-2224,,,,,,0,0,0
2545984,,없음,없음,없음,,,055-359-5641,,,,,,0,0,0
127397,,없음,없음,없음,,,055-570-3420,,,,,,0,0,0
128614,50명,없음,불가,가능,만 8세이상,"선상낚시 체험 (1월~12월)<br />
학꽁치 뜰망체험 (1월~2월, 12월)<br />
요트체험<br />
건망체험 (4월~10월)",055-641-2233,,있음,연중무휴,,"하절기(3~10월) 06:00~18:00 <br />
동절기(11~2월) 07:00~17:00",0,0,0
127428,,불가,없음,없음,,,055-574-2883,,주차 가능,연중무휴,,,0,0,0
584861,,불가,없음,가능,,,055-650-0580,,,연중무휴,,24시간,0,0,0
1001011,,불가,없음,불가,,,055-644-1210,2010년 3월 19일,주차 가능,"목요일, 법정 공휴일의 익일, 설 및 추석 연휴",,09:00~18:00,0,0,0
994972,,없음,없음,없음,,,055-650-4514,,,,,,0,0,0
126596,,불가,없음,없음,,,055-973-6011,,주차 가능,연중무휴,,,0,0,0
127127,,불가,없음,불가,,,055-337-0101,,주차 가능(20대 정도),연중무휴,,,0,0,0
127944,,불가,없음,가능,,,055-650-2570,,인근 유람선터미널주차장 이용 가능,11~ 4월 운영 안함,,"[음악분수] 5월 ~ 10월 중 1일 3회 운영 <br />
11:30 ~ 14:00 / 15:30 ~ 17:00 / 19:00 ~ 21:00 <br />
단, 사정에 따라 시간이 변경 될 수 있음.",0,0,0
348789,,없음,없음,불가,,,055-746-9794,,주차 가능,연중무휴,,,0,0,0
348796,,없음,없음,불가,,,055-741-4710,,있음,연중무휴,,,0,0,0
126215,,없음,없음,불가,,,055-749-5171,,"있음 <br />
- 공북문 주차장 (대형17면, 소형15면) <br />
- 보건소 옆 주차장 (대형9면, 소형35면) <br />
- 진주성 관광버스 주차장(관광버스 14면)",연중무휴,,09:00~18:00,0,0,0
2041032,,없음,없음,없음,,"※ 정규 체험행사<br />
- 만개망개잎체험, 내가만든망개떡, 청미래차만들기, 하천물놀이, 탁졸체험<br />
- 웰망개떡 사리요~, 염소체험, 전통메주 만들기 및 달기<br />
- 대나무 물총 만들기, 새끼꼬기, 큰중땡기기, 산귀래 산책 등<br />
※ 특화 체험행사<br />
- 산딸기, 감따기 및 곶감 만들기, 청미래 약간장 담그기 등<br />
※ 체험은 현지사정에 따라 변동될 수 있으므로 전화문의",055-573-7400,,,,,,0,0,0
1955440,,없음,없음,없음,,"청소년청효교실<br />
전통문화계승사업<br />
춘, 추기 석전대제",055-570-2533,,,,,,0,0,0
1914611,,불가,없음,없음,,,산림과 055-930-3523,,없음,연중무휴,,,0,0,0
250425,,불가,없음,불가,,,055-225-3673,,주차 가능,,,일출시~일몰시,0,0,0
2632971,,없음,없음,없음,,"우리의 친구 반달가슴곰을 만나요<br />
- 체험가능시기 : 4월~10월<br />
- 체험가능인원 :30명<br />
- 체험소요시간 :40분<br />
- 체험가능연령 :전연령<br />
- 체험비용 : 3,000원",055-883-3580,,,,,,0,0,0
128503,,불가,없음,불가,,"* 추천 체험거리 : 야생화 화분 만들기, 반달가슴곰 생태해설<br />
※ 체험은 계절 및 마을 사정에 따라 변동 가능",055-883-3580,,주차 가능,,,,0,0,0
1960007,,없음,없음,없음,,,055-570-2531,,,,,,0,0,0
2548266,,없음,없음,없음,,"[놀거리 및 볼거리]<br />
- 농장 탐방로<br />
- 해안생태 탐방로<br />
- 마을벽화 경관<br />
- 2층 경관 전망대",055-681-2501,,,,,,0,0,0
584970,,없음,없음,없음,,,055-650-0580,,,연중무휴,,24시간,0,0,0
2660059,,없음,없음,없음,"3세 이상, 3세 미만은 보호자 동반 입장",,055-646-8082,2016년7월,있음(트라이애슬런광장 무료주차장),태풍과 같은 기상악천후 외 휴무없이 운영됨.,,"오전 09:00~17:30 운영(7,8월 한시적 운영)",0,0,0
584891,,없음,없음,가능,,,055-650-0580,,없음,,,,0,0,0
790638,,없음,없음,없음,,,창원시 문화유산육성과 055-225-3676,,,,,,0,0,0
1960010,,없음,없음,없음,,겸재선생 석채례(겸재선생 추모제례),055-880-2370,,,,,,0,0,0
129274,,불가,없음,불가,,,055-572-7777,,있음,,,,0,0,0
1578445,,없음,없음,없음,,,055-940-3431,,있음,,,,0,0,0
128960,,없음,없음,불가,,,055-375-8279,,주차 가능,연중개방,,,0,0,0
129604,,없음,없음,없음,,,055-860-8633,,,,,,0,0,0
1960012,,없음,없음,없음,,춘향제,055-749-8579,,,,,,0,0,0
2615313,,없음,없음,없음,,,창원시 산림녹지과 055-225-7104,,,,,,0,0,0
2652451,,없음,없음,없음,,,055-211-4633,,,,,,0,0,0
127970,,불가,없음,불가,,,055-580-4583,,있음,※ 기상여건에 따라 출입통제 가능,,상시개방,0,0,0
126774,,없음,없음,없음,,,055-570-3730,,,,,,0,0,0
2547986,,없음,없음,없음,,"[놀거리]<br />
- 해안가 낚시<br />
- 해안가 조개줍기<br /><br />

[볼거리]<br />
- 자란도 풍경",하일면사무소 055-670-5101,,,,,,0,0,0
231924,,없음,없음,없음,,,055-639-3402,,,,,,0,0,0
126138,,불가,없음,없음,,,055-225-7024,,주차 가능,연중무휴,최적시기 4월(벚꽃 개화기),,0,0,0
578415,,없음,없음,없음,,,055-650-0580,,,,,,0,0,0
2388680,,없음,없음,없음,,,1688-3803(업무시간 08:00 ~ 17:00),,"있음 (1,000대까지 수용가능)","연중무휴 (단,해경통제에 따름)",,,0,0,0
2552450,,없음,없음,없음,,,공식예약센터 055-634-0060,2018.7.1,,풍랑주의보 발표 제외하고는 항시 운항,,,0,0,0
1905631,,없음,가능,불가,해당없음,통영옻칠미술관 장사도전시관,055-633-0362,,없음,"구정 전날, 당일 휴무, 태풍 및 기상악화로 유람선 운항이 결항시 임시휴무",,"하절기(4~9월) 08:00~19:00<br />
동절기(10~3월) 08:30~17:00<br />
※ 입장은 폐장시간 2시간 전까지 가능하나, 우천시 입장요금 환불 불가능",0,0,0
2613122,,없음,없음,없음,,,고성군 녹지공원과 055-670-2433,,,,,,0,0,0
793469,,없음,없음,없음,,,거제관광안내소 055-639-4178,,주차 가능,,,,0,0,0
2615296,,없음,없음,없음,,,055-225-3701,,,,,,0,0,0
126591,,없음,없음,없음,,,055-330-4923,,없음,,,,0,0,0
2669951,,없음,없음,없음,전 연령,,장유사 종무소 055-314-2799,,주차가능(50대),연중무휴,,"* 새벽예불 04:00<br/>
* 사시예불 10:30<br/>
* 저녁예불 18:00",0,0,0
250431,,불가,없음,불가,,,055-314-2799,,주차 가능,연중무휴,,,0,0,0
479601,,불가,없음,없음,,,055-672-1039,,,연중무휴,,,0,0,0
127093,,없음,없음,없음,,,055-330-8741 (상동면사무소),,없음,,,,0,0,0
128685,,불가,없음,불가,,,055-587-1400,,있음 (대형차 주차불가),연중무휴,,,0,0,0
1577195,,없음,없음,없음,,,055-940-3410,,있음,,,,0,0,0
126231,,없음,없음,없음,,,,,재약산 표충사 입구 아래 위치,연중무휴,,,0,0,0
2638561,,없음,없음,없음,,,거제시청 관광진흥과 055-639-4184<br />거제 저도 유람선 055-636-7033 / 055-636-3002,,,월요일·목요일 유람선 휴무 / 동계정비기간(2019.12.1 ~ 2020.2.29) 및 하계정비기간(2020.7.7 ~ 2020.9.6) 입도 불가,,,0,0,0
128278,,없음,없음,없음,,,055-225-4061,,,,,,0,0,0
128052,,없음,없음,없음,,,삼천포대교 공원안내소 055-835-1023,,,,,,0,0,0
2650458,,없음,없음,없음,,,055-289-8815,,,,,,0,0,0
1960022,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
1348727,,없음,없음,없음,,"동네한바퀴, 나전칠기체험, 방파제낚시, 요트타고 먼바다체험, 문어/낙지(통발)잡기, 고사리 채취체험 등<br /><br />
※ 체험은 계절 및 마을 사정에 따라 변동될 수 있으므로 전화문의",055-867-0848,,주차 가능,,,,0,0,0
128669,,불가,없음,없음,,,055-225-4453~4,,주차 가능,,,일출시~일몰시,0,0,0
479748,,불가,없음,불가,,,055-246-8393,,있음,연중무휴,,,0,0,0
126770,,없음,없음,없음,,,산림녹지과 055-225-4453~4,,,,,,0,0,0
1960024,,없음,없음,없음,,제례(제례봉행),055-960-4537,,,,,,0,0,0
126193,,없음,없음,없음,,,055-570-2533,,,연중무휴,,,0,0,0
1914015,,불가,없음,없음,,,"055-930-3313<br>
합천군 관광개발사업단 055-930-3755~6",,있음(정양늪 생태공원 주차장),연중무휴,,,0,0,0
2616159,,없음,없음,없음,,,합천시 관광진흥과 055-930-4663,,,,,,0,0,0
250398,,불가,없음,없음,,,055-972-3339,,주차 가능,연중무휴,,,0,0,0
2652460,,없음,없음,없음,,,055-211-4633,,,,,,0,0,0
2632992,,없음,없음,없음,,"딸기고추장만들기
- 체험가능시기 : 9월~12월
- 체험비용 : 12,000원

제철시골밥상만들기<br />
- 체험가능시기 : 매월<br />
- 체험비용 : 12,000원",055-884-5111,,,,,,0,0,0
129080,,불가,없음,없음,,"갯벌생태 체험, 바다낚시 체험, 양식장 및 정치망 체험",하이면사무소 055-670-5151,,,,,,0,0,0
126139,"1,000명",없음,없음,없음,,,055-712-0442,,,,최적시기 4월(벚꽃 개화기),,0,0,0
2024437,,없음,불가,가능,,,남해관광안내 1588-3415,,없음,연중무휴,,,0,0,0
2623673,조명군총 기념관: 50명<br />조명군총(무덤) : 수용제한 없음,불가,불가,가능,해당없음,,055-831-2716,,주차가능(무료),"조명군총 기념관 : 매주 월요일, 공휴일<br />조명군총(무덤) : 연중무휴",,"화~금요일 10:00~17:00<br />
토~일요일 09:00~18:00",0,0,0
1960027,,없음,없음,없음,,겸재선생 석채례(겸재선생 추모제례),055-880-2370,,,,,,0,0,0
126117,제한없음,없음,없음,없음,,"정기체험학습 없음 <br />
※ 비 정기 체험학습 관련 주남저수지 홈페이지 공지 및 접수",055-225-2798,,있음,"[주남저수지 생태학습시설] 4~9월 매주 월요일, 설날/추석 연휴",,"(람사르문화관, 생태학습관, 주남환경스쿨, 전망대) 09:30 ~ 17:30  <br />
(주남저수지탐방로) 상시개방",0,0,0
127108,,없음,없음,없음,,,통영관광안내소 055-650-0580,,,,,,0,0,0
126082,,없음,없음,없음,,,055-1330,,,,,,0,0,0
1960030,,없음,없음,없음,,,055-930-3178,,,,,,0,0,0
127165,210명 / 1일,없음,없음,불가,,,휴양림 055-972-0675,1997년,주차 가능,연중무휴,,당일 15:00~익일 11:00,0,0,0
1960033,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
481846,,불가,없음,불가,,,055-972-2954,,,연중무휴,,,0,0,0
2652462,,없음,없음,없음,,,055-211-4633,,,,,,0,0,0
758315,,불가,없음,불가,,"1. 농장둘러보기 코스<br />
- 곤충 전시관 : 국내외 곤충 및 희귀곤충 표본 관람, 30평 곤충전시관에 나비, 사슴벌레, 장수풍뎅이, 거미 등 전시<br />
- 성충 견학장 : 곤충 생활사를 한눈에 볼 수 있는 대형 사육장, 장수풍뎅이와 사슴벌레 날아다니는 모습과 먹이 먹는 모습 관찰 가능<br />
- 유층&성충 사육실 : 장수풍뎅이와 사슴벌레 관찰 : 애벌레와 번데기 관찰, 곤충에게 먹이주기, 집 만들어 주기, 곤충 자세히 관찰<br />
- 유리온실 : 곤충과 식물 관찰, 꽃과 나비, 곤충과 식물, 자연학습 공간<br />
- 연밭&머루터널 : 600평 연꽃단지, 연꽃감상 및 수서곤충 관찰, 머루터널 걸으며 자연 배우기<br />
- 그 외 볼거리 : 여러 종류 조류 관찰(금계, 꿩, 칠면조, 공작, 닭) /  농촌 배우기(여러 농작물과 꽃)<br />
<br />
2. 곤충 체험학습 프로그램<br />
- 예약제로 진행<br />
- 문의처 : 055-963-0712",055-963-0712,,,,,,0,0,0
250411,,불가,없음,불가,,,055-972-7771~2,,있음,,,,0,0,0
126594,,불가,없음,불가,,,지리산국립공원사무소(경남) 055-970-1000<br />,,"대원사주차장, 중산리주차장",,,,0,0,0
126026,,불가,없음,불가,,,"지리산국립공원사무소 055-970-1000<br /> 
지리산국립공원남부사무소 061-780-7700<br> 
지리산국립공원 하동분소 055-883-1750",,"있음(삼성궁주차장, 쌍계사-1주차장, 쌍계사-2주차장)",,,,0,0,0
126025,,불가,없음,불가,,,"지리산국립공원사무소 055-970-1000 <br />
지리산국립공원 함양분소 055-962-5354",,"있음(추성리주차장, 백무동제2주차장, 백무동제1주차장)",연중무휴,,,0,0,0
1331286,,없음,없음,불가,,,055-880-2383,,주차 가능,"매주 월요일, 목요일",,09:00~18:00,0,0,0
322850,,없음,가능,불가,,,지리산참숯굴찜질방 055-974-0117,,있음(200여 대),연중무휴,,24시간,0,0,0
128035,,없음,없음,없음,,,055-681-6007,,,,,,0,0,0
126137,,없음,없음,없음,,,055-749-5933,,주차 가능,,,,0,0,0
128672,,불가,없음,불가,,,055-749-5933,,있음,"신정, 추석 등 설 연휴, 광복절, 3.1절 외",,"하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00",0,0,0
2612900,,없음,없음,없음,,,055-211-4633,,,,,,0,0,0
250432,,없음,없음,없음,,,"노무현재단 1688-0523<br />
묘역·생가 055-344-1301",,주차 가능,,,"[묘역 참배시간] <br />
하절기 08:00~19:00<br />
동절기 08:00~18:00",0,0,0
129378,,불가,없음,불가,,"달집만들어 태우기 체험, 벌레퇴치용 스프레이 만들기, 단감따기 체험, 천연염색, 연날리기, 천연비누 만들기, 밤 줍기, 생태체험, 풀잎찍기, 도자기 만들기 등<br />
※ 체험은 계절 및 마을사정에 따라 변동 가능하므로 전화문의",055-758-1518,,주차 가능,,,,0,0,0
1347005,,없음,없음,없음,,"- POP 예쁜 손글씨 체험 10,000원<br />
- 핸드페인팅 체험 15,000원<br />
- 도자기체험 12,000원<br />
- 손두부만들기 8,000원<br />
- 우드버닝 체험 10,000원<br />
- 캘리그라피 체험 13,000원",055-746-1864,,,,,,0,0,0
231944,,없음,없음,없음,,,055-749-5312,,,,,,0,0,0
129497,,가능,없음,불가,,,055-749-7499,,"있음<br />
- 촉석문 앞 주차장 (소형만 가능)<br />
- 공북문 주차장 (대형17면, 소형15면)<br />
- 보건소 주차장 (대형9면, 소형35면)<br />
- 진주성 관광버스 주차장(관광버스 14면)","동절기 음악분수 가동중단, 청소 및 점검일 가동중단<br>※ 우천 및 강풍시 미가동",4~10월 매주 수~일요일,"* 원형분수(주분수)<br />
- 조명분수(4~10월) 20:00~20:30, 21:00~21:30<br />
- 일반분수(6~8월) 17:00~17:30<br />
* 바닥분수(6~8월) 16:30~16:50, 17:30~17:50",0,0,0
126833,,없음,없음,없음,,,055-749-5170,,"있음<br />
- 공북문 주차장 (대형9면, 소형26면)<br />
- 보건소 주차장 (소형 84면)<br />
- 진주성 관광버스 주차장(관광버스 14면)",,,"매표시간 09:00 ~ 18:00 <br/>
하절기(3~10월) 05:00~23:00<br />
동절기(11~2월) 05:00~22:00",0,0,0
1955442,,없음,없음,없음,,"충효교육원<br />
예절교육 - 유치원·어린이 대상 기초예절교육 / 초등학생 예절교육 / 중학생 인성교육 / 고등학생 전통예절교육<br />
경서과정 - 사서 강의, 통감절요 강의, 한시 강의<br />
전통예절 - 선비반 고전강의, 성인반 전통예절강의",055-749-8579,,,,,,0,0,0
2657825,,없음,없음,없음,,,051-440-2973,,,,,,0,0,0
2609086,,없음,없음,없음,누구나,"·코스 : 연평해전 촬영지~해군사관학교 박물관<br />
·집결지 : 창원시 진해구 충장로25, 1층 관광안내소(해군의집)",055-548-4083,,,,"화~일, 09:30, 13,30, 15:30",120분,0,0,0
1260799,,없음,없음,없음,,,055-548-2766,,주차 가능,연중무휴,,"하절기 06:00~19:00<br />
동절기 07:00~17:00<br />
그 외 연중 06:00~18:00",0,0,0
2606220,"약 1,500명 이상",불가,가능,불가,제한 없음,"* 앵무새 모이주기 <br />
* 원데이 클래스 운영 - 꽃꽂이 / 보타니컬아트 / 사진 강좌 / 프랑스자수<br />
- 체험 가능 인원 : ~20명<br />
- 체험시간 및 비용 : 항목별 상이, 별도 문의<br />
*사진작가님의 무료 스냅사진 촬영 이벤트<br />
- 한달에 한번, 홈페이지를 통해 공지",055-543-4337,,있음 (50대),"설날, 추석 당일 휴무",,"* 오전 10시 ~ 오후 11시<br />
(온실 - 보온 및 관리차 동절기에는 오후6시까지만 운영)",0,0,0
127704,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
127097,,불가,없음,가능,,,055-650-4514,,주차 가능,연중무휴,,09:00~18:00,0,0,0
128585,,없음,없음,불가,,,055-530-1473,,주차 가능,,,,0,0,0
128586,,불가,없음,없음,,,055-530-1661,,주차가능,,,,0,0,0
128589,,없음,없음,없음,,,055-530-1473,,,,,,0,0,0
250319,,없음,없음,없음,,,055-530-1473,,,,,,0,0,0
2031654,,없음,없음,없음,,,055-530-1471,,주차 가능,연중무휴,,,0,0,0
128590,,없음,없음,없음,,,055-530-1473,,주차 가능,연중무휴,,,0,0,0
128678,,없음,없음,불가,,,054-779-6100,,,연중무휴,,,0,0,0
250348,,없음,없음,없음,,,055-530-1473,,,,,,0,0,0
569196,,없음,없음,없음,,"우포늪 생태탐방(쪽배타기, 생이가래 눈싸움, 인간메뚜기 등), 말밤 공예, 약초 체험<br />
※ 체험은 계절 및 마을 사정에 따라 변동 가능",055-532-1165,,주차 가능,,,,0,0,0
126737,,없음,없음,불가,,,055-530-1521,,창녕군 유어면 세진리에 주차장(5151㎡) 100대 정도 주차가능,"월요일 (다만 월요일이 공휴일인 경우는 그 다음날), 1월 1일",,09:00~18:00 (매표는 17:00까지),0,0,0
1051766,,없음,없음,없음,,,055-530-2245,,,,,,0,0,0
128591,,없음,없음,없음,,,055-530-1473,,,,,,0,0,0
128594,,없음,없음,없음,,,055-530-1473,,,,,,0,0,0
1622783,,없음,없음,없음,,,055-530-1473,,,,,,0,0,0
482039,,불가,없음,불가,,,055-533-2295,,없음,,,,0,0,0
128593,,없음,없음,없음,,"전통문화계승사업<br />
기로연<br />
청소년인성교<br />
유림회관문화사업<br />
춘추향석전대제<br />
한시백일장<br />
다도교실",055-530-1473,,,,,,0,0,0
1905110,,없음,없음,가능,전 연령 가능,"※ 자세한 체험정보는 홈페이지 참조<br />
창동예술촌 <a href=""http://www.changdongart.com/bbs/board.php?bo_table=experience"" target=""_blank"" title=""새창:  창동예술촌 "">http://www.changdongart.com/bbs/board.php?bo_table=experience</a>",055-222-2155,2012년 05월 25일,,"매주 월요일 휴무 (예술촌 내 전시장, 아트샵은 휴관 / 개인공방은 자율적으로 운영)",,10:00~18:00,0,0,0
1960036,,없음,없음,없음,,제향,055-749-8579,,"있음<br />
- 공북문 주차장 (대형17면, 소형15면)<br />
- 보건소 옆 주차장 (대형 9면, 소형 35면)<br />
- 진주성 관광버스 주차장(관광버스 14면)",연중무휴,,"하절기(3월~10월) 05:00~23:00<br />
동절기(11월~2월) 05:00~22:00",0,0,0
249984,,없음,없음,없음,,,055-860-8604,,,연중무휴,,24시간,0,0,0
129492,,불가,없음,없음,,,055-867-5238,,주차 가능,,,,0,0,0
127287,,없음,없음,없음,,,남해관광안내 1588-3415,,,,,,0,0,0
126562,,없음,없음,불가,,,055-225-3673,,없음,연중무휴,,"매일 09:00~18:00<br />
* 동절기에는 17시까지",0,0,0
126563,,없음,없음,없음,,,창원시 문화유산육성과 055-225-3676,,,,,,0,0,0
2606208,,없음,없음,가능,,,성산구청 산림농정과 055-272-4503,2019-05-15,주차 가능(소형 300대 / 대형 30대),운영 기간 중 무휴,,2019년 5월 15일 ~ 10월 31일 (09:00 ~ 21:00),0,0,0
126565,,없음,없음,없음,,,055-225-3671,,,,,,0,0,0
250365,,없음,없음,없음,,,진해우체국 055-542-0005,,,,,,0,0,0
2638518,,없음,없음,없음,,,055-225-4242,,,월요일 / 1월 1일 / 명절당일,,,0,0,0
2606218,"3,000명/일",불가,가능,가능,만3세이상,"* 단감피자 만들기 - 체험시간 1시간 / 체험비용 1인 6,000원<br />
* 스트링 치즈 만들기 - 체험시간 1시간 / 체험비용 1인 10,000원<br />
* 도자기 만들기 - 체험시간 1시간 / 체험비용 1인 6,000원<br />
* 쪽염색 - 체험시간 40분~1시간 / 체험비용 1인 5,000원~10,000원<br />
* 감잎,꽃 컵케이크 - 체험시간 1시간 / 체험비용 1인 10,000원<br />
* 단감고추장 만들기 - 체험시간 30분 / 체험비용 1인 10,000원<br />
* 단감수확 - 체험시간 30분 / 체험비용 1인 6,000원<br />
* 기타 체험 - 26종",055-225-5437,2016-06-23,"있음(대형버스 2, 일반차량 53)",연중무휴(10:00~17:00),,10:00~17:00,0,0,0
1905207,,없음,가능,불가,,,055-712-0424,2013년 10월 01일,주차 가능,마지막주 월요일,,"<strong>진해 해양공원 / 창원솔라타워 이용안내</strong><br />
하절기(3~10월) : 09:00 ~ 20:00<br />
동절기(11~2월) : 09:00 ~ 18:00",0,0,0
128557,,가능,불가,불가,,,055-712-0425,,있음,매달 마지막주 월요일 휴무,,"하절기(3~10월) 09:00~20:00<br />
동절기(11~2월) 09:00~18:00<br />
※ 매달 마지막주 월요일 휴무",0,0,0
1955460,,없음,없음,없음,,"전통문화계승(예절 교육, 성균관 봉심, 예복, 예기 관리)<br />
충효교실운영(청소년 예절교육)<br />
석전대제제례비(공자 기일 기념제)<br />
유도회유림교육(교양강좌)<br />
시연회(기로연)(경로잔치)",055-225-3673,,,,,,0,0,0
1912538,,불가,없음,불가,,,055-931-2862,,"있음(대형버스 10대, 소형 30대 수용 가능)",,,"하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00",0,0,0
1578286,,없음,없음,없음,,,055-940-3431,,,,,,0,0,0
2652400,,없음,없음,없음,,,055-211-4633,,,,,,0,0,0
128932,,없음,없음,불가,,,055-364-1007,,주차 가능,,,,0,0,0
126045,,불가,없음,없음,,,양산시청 055-392-2114,,주차 가능,연중무휴,,,0,0,0
126924,,없음,없음,없음,,,055-392-2933,,,,,,0,0,0
2469429,"단체 신청시 총 5명 이하 / 최소 15명 이상, 최대 35명 이하",없음,없음,없음,,내부 시설 견학(기념품 제공),천호식품 양산공장 055-371-1007,,있음,,,화 10:40~12:30,0,0,0
127846,,없음,없음,없음,,,산림녹지과 055-359-5357,,,,,,0,0,0
1960037,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
127895,,없음,없음,없음,,,산청군 문화관광과(관광진흥) 055-970-6421~3,,,,,,0,0,0
1960043,,없음,없음,없음,,춘추향제,055-749-8579,,있음,,,"하절기(3월~10월) 05:00~23:00<br />
동절기(11월~2월) 05:00~22:00",0,0,0
1960045,,없음,없음,없음,,향례(제례행사),055-960-4537,,,,,,0,0,0
1960050,,없음,없음,없음,,제례(제례봉행),함양군 문화관광과 055-960-4537,,,,,,0,0,0
1960039,,없음,없음,없음,,,055-930-3178,,,,,,0,0,0
250435,,없음,없음,없음,,,055-639-3402,,,,,,0,0,0
127113,,없음,없음,불가,,,055-762-9751,,,,,,0,0,0
1960061,,없음,없음,없음,,제례(제례봉행),055-970-6413,,,,,,0,0,0
2633012,,없음,없음,없음,,"전통활쏘기, 행복자전거<br />
- 체험가능시기 : 매월<br />
- 체험가능인원 :100명<br />
- 체험소요시간 : 30분<br />
- 체험가능연령 : 3세이상<br />
- 체험비용 : 5,000원<br />
<br />
영상체험<br />
- 체험가능시기 : 매월<br />
- 체험가능인원 : 100명<br />
- 체험소요시간 : 1시간<br />
- 체험가능연령 : 7세이상<br />
- 체험비용 : 5,000원<br />
<br />
전통기름짜기와 현대식기름짜기<br />
- 체험가능시기 : 매월<br />
- 체험가능인원 : 100명<br />
- 체험소요시간 : 1시간<br />
- 체험가능연령 : 7세이상<br />
- 체험비용 : 10,000원",010-6774-7985,,,,,,0,0,0
2663442,,없음,없음,없음,,,055-831-2780,,,,,,0,0,0
126146,,없음,없음,없음,,템플스테이,055-932-7987,,있음,연중개방,,,0,0,0
482142,,불가,없음,없음,,,055-521-2185,,주차 가능,연중무휴,,,0,0,0
128598,,없음,없음,없음,,,055-225-3673,,,,,,0,0,0
416167,,불가,없음,불가,,,055-650-2660,,있음(승용차 25면 / 버스 2면),,,,0,0,0
