contentid,discountinfofood,lcnsno,credit_card,discount_info,rep_menu,info_center,kids_facility,open_date,open_time,packing,parking,reservation_info,rest_date,scale,seat,smoking,treat_menus
403840,,19870621008,가능,,참게탕,055-883-2466,0,1983년 06월 01일,09:00 ~ 20:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (055-883-2466),명절연휴,,,모두 금연석,참게탕 / 메기탕 / 된장찌개 산채정식 / 재첩회 외
2574767,,20150604045,가능,,매운탕,055-647-0013,0,,10:00 ~ 22:00,가능,,전화예약 (055-647-0013),연중무휴,,,,매운탕 / 생선구이 / 맑은탕(지리) / 회덮밥 외
2574774,,19960604162,가능,,갈비탕,055-644-2758,0,,,가능,,전화예약 (055-643-3105),,,,,갈비탕 외
621979,,19830604010,가능,,생선회,055-641-0711,0,,09:00 ~ 22:00,가능,,전화 예약 문의 (055-641-0711),명절연휴,,,모두 금연석,생선회 / 대구탕 / 매운탕 / 도다리쑥국 / 물회 / 굴전 외
619314,,19950604144,가능,,삼계탕,055-642-1537,0,,10:00 ~ 21:00,가능,주차 가능(20대),전화 예약 문의 (055-642-1537),연중무휴,,105석,모두 금연석,삼계탕 / 오리탕 / 옻삼계탕 / 옻오리탕 외
2492565,,20160604400,없음,,활어회,055-648-6567,0,,10:00 ~ 20:00,,주차 가능,전화 예약 문의 (055-648-6567),연중무휴,,,모두 금연석,물회 / 멍게비빔밥 / 도다리쑥국 / 해물탕 / 장어구이 외
2574813,,20120604142,가능,,굴요리 코스,055-645-2088,0,,09:00 ~ 22:00,가능,,전화예약 (055-645-2088),"첫째, 셋째 월요일",,80석,,굴요리 코스
2574817,,20040604177,가능,,굴돌솥정식,055-642-2600,0,,06:00 ~ 22:00,가능,5대 무료주차,전화예약 (055-642-2600),명절연휴,,80석,,굴돌솥정식 / 멍게해초비빔밥 / 해물뚝배기 / 해물삼겹 / 매생이굴국밥 외
2574836,,20190596363,가능,,굴코스,055-648-4833,0,,10:00 ~ 21:00 (주문마감 20:00),가능,주차 가능(100대),"전화예약 (055-648-5833), 인터넷예약",명절,,300석,,굴코스 외
2574881,,20070604139,가능,,게요리,055-648-5577,0,,10:00 ~ 22:00,가능,,전화예약 (055-648-5577),,,,,게요리
2574888,,20100604488,가능,,마늘닭,055-644-5092,0,,,가능,,,,,,,마늘닭 외
2574914,,20130604236,가능,,멍게빵,055-646-6615,0,,,가능,,전화예약 (055-646-6615),,,,,멍게빵
1334757,,19970604003,가능,,모듬회,055-643-7575,0,,11:00 ~ 23:00,,주차 가능,전화 예약 문의 (055-643-7575),,,,모두 금연석,모듬회 / 회정식 / 회덮밥 외
2574927,,20150604014,가능,,멍게비빔밥,055-648-5599,0,,~21:00,가능,식당 앞 주차공간 3대 주변 도로변 주차가능 또는 인근 50m 공영주차장 이용,전화예약 (055-648-5599),,,100석,,"멍게비빔밥, 굴국밥"
2574933,,20130604188,가능,,통영비빔밥,055-642-1467,0,,10:30 ~ 19:30,가능,건물 바로 옆 무료 주차장 이용,전화예약 (055-642-1467),둘째 넷째 월요일,,50석,,통영비빔밥 / 돌솥비빔밥 / 멍게비빔밥 / 유곽비빔밥 외
2574941,,20160604463,가능,,장어 시락국,010-2004-2958,0,,05:30 ~ 16:00,,,전화예약 (010-2004-2958),,,28석,,장어 시락국
2574944,,20110604257,가능,,김밥,055-645-1945,0,,05:30 ~ 21:30,가능,,전화예약 (055-645-1945),,,,,김밥 / 떡국 / 칼국수 / 라면 외
2574950,,20100604007,가능,,시락국,010-9858-6631,0,,,가능,,전화예약 (010-9858-6631),,,,,시락국 외
2574959,,19810604008,가능,,해물탕,055-646-0007,0,,,가능,,전화예약 (055-646-0007),,,,,해물탕 / 굴전 / 멸치쌈밥 / 멍게비빔밥 / 멸치회무침 외
2575016,,20020604551,가능,,왕새우소금구이,055-648-9623,0,,10:00 ~ 22:00,가능,100대 수용 주차장,전화예약 (055-648-9623),,,300석,,"왕새우소금구이, 새우탕수육, 새우라면"
2575110,,20110604389,가능,,우짜,055-645-7909,0,,09:00 ~ 10:00,가능,,전화예약 (055-645-7909),,,22석,,"우짜, 빼떼기죽"
2575123,,20110604028,가능,,전복,055-644-7577,0,,09:00 ~ 20:30,가능,,전화예약 (055-644-7577),,,,,전복
618344,,20150604057,가능,,모둠회 / 물회,055-646-3553,0,,10:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (055-646-3553),연중무휴,100평,250석,모두 금연석,모둠회 / 물회 / 해물모둠 / 성게비빔밥 / 해물탕 외
2575160,,20130604273,가능,,장어구이,055-990-3312,0,,,가능,,전화예약 (055-990-3312),,,단체32명 가능,,"장어구이, 장어국,굴국밥,멍게비빔밥"
2575170,,20150604312,가능,,조개구이,055-646-6180,0,,화~금 15:00 ~ 23:00/ 토~일 12:00 ~ 24:00,가능,넓은 주차장,전화예약 (055-646-6180),"첫째, 셋째 월요일",,17석,,"조개구이, 조개전골"
2575181,,19960604156,가능,,복매운탕,055-641-4855,0,,09:10 ~ 21:00,가능,주차 가능(10대),전화예약 (055-641-4855),"첫째, 셋째 월요일",,50석,,복매운탕
2574866,,19950604013,가능,,충무김밥,055-648-0020,0,,00:00 ~ 24:00,가능,,전화예약 (055-648-0020),연중무휴,,30석,,충무김밥
2575196,,19780604013,가능,,갈치조림,055-641-6520,0,,,가능,,전화예약 (055-641-6520),,,50석,,"갈치조림, 가자미찜"
2575206,,20100604027,가능,,생선회,055-641-7100,0,,07:00 ~ 22:00,가능,주차 가능(100대),전화예약 (055-642-7100),,,400석,,생선회 / 물회 / 전복구이 / 굴전 / 해물탕 외
2575215,,20030604189,가능,,돼지갈비,055-649-0541,0,,,가능,,전화예약 (055-649-0541),,,,,돼지갈비 냉면
2575245,,20160604093,가능,,마카롱,055-644-2670,0,,11:30 ~ 21:00,가능,,전화예약 (055-644-2670),,,,,"마카롱, 머랭쿠키, 바싹꼬끄"
232248,,20040612434,없음,,모듬회,055-636-2929,0,2004년 7월,09:00 ~ 21:00,가능,주차 가능,전화 예약 문의 (055-636-2929),연중무휴,,,모두 금연석,모듬회 / 버섯낙지해물탕 / 생매운탕 / 전복죽 / 멍게비빔밥 / 성게비빔밥 외
2576806,,20030589373,없음,,소고기,055-277-3242,0,,11:30 ~ 22:00,,있음(전용 7대/외부 10대),,,,3실/60석,,"소고기(석쇠불고기), 소국밥"
2576814,,19790595019,없음,,소고기,055-246-3610,0,,10:00 ~ 22:00,,있음(30대),,,,11실/176석,,"소고기(생등심, 숯불갈비)"
2575285,,20080604420,없음,,소곱창전골,055-643-3382,0,,12:00 ~ 04:00,,인근 유료주차장이용 2시간무료,전화예약 (055-643-3382),명절 휴무,,36석,,"소곱창전골, 연탄곱창구이"
2579304,,19970619015,없음,,흑돼지구이,055-673-7977,0,,09:00 ~ 19:00,,승용차 10대 이상,,없음,,,,흑돼지구이
134550,,19760612001,가능,,생선회 / 세꼬시,055-632-5124,0,,09:00 ~ 21:00,가능,주차 가능(5대),전화 예약 가능 (055-632-5124),연중무휴(전화문의),,,모두 금연석,생선회 / 세꼬시 / 도다리쑥국 / 뽈락매운탕 외
2500730,,20120607246,없음,,전복 보양식 왕갈비탕,055-762-9507,0,,11:00 ~ 21:30,가능(일부 메뉴),주차 가능,전화 예약 문의 (055-762-9507),,,,모두 금연석,전복 보양식 왕갈비탕 / 불고기뚝배기 / 해물된장찌개 / 육회 외
2575289,,20000604196,가능,,한방꼬리탕,055-646-4534,0,,08:00 ~ 21:00,가능,주차 가능(10대),전화예약 (055-646-4534),명절연휴,,164석,,한방꼬리탕 / 무릎도가니탕 / 수육 외
2576821,,19920589153,없음,,설렁탕,055-266-4121,0,,08:00 ~ 22:00,,있음(30대),,,,200석,,"탕류(설렁탕, 도가니탕)"
2575292,,19990604210,가능,,돼지갈비,055-643-3331,0,,10:00 ~ 22:00,가능,20대 무료주차가능(상가지하주차장),전화예약 (055-643-3331),비정기 휴무,,60석,,돼지갈비
2575296,,20120604066,가능,,충무김밥,055-648-8289,0,,,가능,,전화예약(055-648-8289),,,,,충무김밥 / 라면 / 식혜 외
705376,,20080607648,가능,,민물장어구이,055-339-0789,0,2008년,10:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (055-339-0789),연중무휴,,,모두 금연석,
2575321,,20140604247,가능,,백숙,055-646-6363,0,,10:00 ~ 22:00,가능,건물 뒷편 주차장 완비,전화예약 (055-646-6363),,,단체 40명 수용,,"백숙, 삼계탕"
2576834,,20100599218,없음,,오리고기,055-541-5252,0,,10:00 ~ 22:00,,있음(25대),,,,4실/150석,,"오리고기(오리요래전문점, 제주오겹살)"
2576855,,20150592309,없음,,흑돼지삼겹살,055-285-8529,0,,10:00 ~ 22:00,,있음(20대),,,,5실/200석,,"흑돼지삼겹살, 한우특수부위"
1368910,,20100621037,가능,,솔잎한우갈비,055-884-1515,0,,11:30 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (055-884-1515),명절연휴(전화문의),,,모두 금연석,솔잎한우갈비 / 솔잎한우모듬 / 설화등심 / 특수부위모듬 / 한방갈비탕 / 육회비빔밥 외
2577899,,20150612651,없음,,오리한방백숙,055-636-5152,0,,,,,,,,,,오리한방백숙
1825974,,20110601231,가능,,진주냉면(물·비빔),055-746-0525,0,,10:00 ~ 20:30,,주차 가능,전화 예약 가능 (055-746-0525),명절연휴,,,모두 금연석,진주냉면(물·비빔) / 진주불고기온면 / 진주온반 / 진주비빔밥 / 소선지국밥 / 한우모듬등심 / 한우불고기 외
2575394,,20110604202,가능,,후라이드,055-645-6004,0,,09:00 ~ 23:00,가능,,전화예약 (055-645-6004),,,,,후라이드 및 양념 치킨
2577901,,19970612250,없음,,생선회,055-636-2878,0,,,,,,,,80석,,생선회
621956,,19930604078,가능,,곰장어 두루치기 / 뽈락·쥐고기 매운탕,055-646-7633,0,,06:30 ~ 21:00,,주차 가능,전화 예약 문의 (055-646-7633),첫째·셋째주 월요일 / 명절연휴,,,모두 금연석,곰장어 두루치기 / 뽈락·쥐고기 매운탕 / 곰장어 수육 / 곰장어 소금구이 외
585363,,20050604025,가능,,모둠회,055-649-7782,0,,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (055-649-7782),명절연휴,,,모두 금연석,모둠회 / 도다리회 / 뽈락 매운탕 외
2575406,,19930604059,가능,,돼지갈비,055-641-2234,0,,11:00 ~ 22:00,가능,50대-무료,전화예약 (055-641-2234),명절 다음날,,80석,,돼지갈비
1986676,,20130604178,가능,,한마음굴코스,055-645-0971,0,,09:00 ~ 21:00,가능,주차 가능,전화 예약 문의 (055-645-0971),비정기적 휴무(전화문의),,,모두 금연석,한마음굴코스 / 통영전복항아리물회 / 멍게정식 / 성게정식 / 멸치쌈밥 외
2575422,,20150604160,없음,,회,010-8588-4733,0,,,,,,,,,,회
2575446,,19830604032,없음,,자장면,055-648-5511,0,,11:00 ~ 08:30,가능,,,일요일,,30석,,자장면 / 치킨 외
1857798,,19970617021,가능,,한우국밥 / 한우수육,055-584-3503,0,,07:30 ~ 20:30,,,전화 예약 문의 (055-584-3503),둘째주 일요일,,,모두 금연석,한우국밥 / 한우수육 / 돼지불고기 / 돼지수육 외
2578292,,20020612437,없음,,생선회,055-687-6999,0,,,,,,,,,,생선회
2363765,,19810604012,가능,,중화요리,055-642-5146,0,,09:30 ~ 14:30,,주차 가능,,비정기적 휴무(전화문의),,,모두 금연석,짜장면 / 짬뽕 / 우동 / 울면 / 볶음밥 / 잡채 / 탕수육 외
2576865,,20060595478,없음,,흑돼지국밥,055-243-3232,0,,10:00 ~ 22:00,,있음(10대),,,,5실/30석,,"한정식(흑돼지국밥, 홍어삼합, 명태전)"
134514,,20000612531,가능,,한우생등심,055-637-2445,0,,11:30 ~ 21:00,,주차 가능,전화 예약 문의 (055-637-2445~6),명절연휴,,,모두 금연석,한우생등심 / 양념소갈비 / 생삼겹살 / 양념돼지갈비 / 버섯전골 외
2578300,,19960612598,없음,,불고기,055-688-6111,0,,,,,,,,,,불고기
2576875,,20000599249,없음,,소고기,055-552-2888,0,,11:00 ~ 22:00,,있음(30대),,,,150석,,소고기(한우생고기)
2577904,,20050612231,없음,,한우생고기,055-636-2737,0,,,,,,,,,,한우생고기
2579306,,20040619036,없음,,한우구이,055-673-4290,0,,09:00 ~ 21:00,,승용차 10대 이상 가능,,둘째주 일요일,,,,한우구이
2575460,,20090604417,가능,,한우,055-644-0011,0,,,가능,,전화예약 (055-644-0011),,,,,한우
2576906,,20120595083,없음,,한우스페셜,055-271-9922,0,,09:00 ~ 21:00,,있음(60대),,,,280석,,한우스페셜 / 양념불고기 / 육회 / 등심 외
2576911,,20000595587,없음,,소고기,055-224-1100,0,,11:00 ~ 23:00,,있음(20대),,,,220석,,소고기(한우고기)
2575474,,19990604056,가능,,활어회,055-648-1072,0,,,가능,,전화예약 (055-648-1072),,,,,활어회
2575485,,20090604015,가능,,충무김밥,055-645-2647,0,,06:00 ~ 02:00,불가능,공영주차장,전화예약 (055-645-2647),,,30석,,충무김밥
2576914,,20050599296,없음,,냉면,055-542-1040,0,,11:00 ~ 21:30,,있음(6대),,,,78석,,"냉면(냉면, 설렁탕)"
133667,,19690595007,가능,,냉면,055-246-2050,0,,11:00 ~ 22:00,가능,주차 가능(30여 대),"전화 예약 가능 (055-246-2050, 055-243-6576)",첫째주 일요일 / 명절연휴,,220석,모두 금연석,"냉면(냉면, 소고기) / 꽃등심 / 갈비살 / 돌판생등심 외"
1918901,,20090625009,가능,,쪽갈비찜,055-933-2900,0,2011년 08월 19일,12:00 ~ 22:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (055-933-2900),연중무휴,,,모두 금연석,흑삼겹살 / 돼지두루치기 / 돼지김치찌개 / 쪽갈비찜
1918906,,19940625065,가능,,삼겹살,055-932-6055,0,2005년 10월 05일,09:30 ~ 22:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (055-932-6055),연중무휴,,,모두 금연석,토종왕소금 / 토종삼겹살 / 토종갈매기살 / 토종항정살 / 한방쪽갈비찜(예약 메뉴) 외
1916586,,20090625074,가능,,한우 생고기,055-931-5713,0,,11:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (055-931-5713),명절연휴(전화문의),,,모두 금연석,한우 생고기 / 한우 불고기 / 삼겹살 외
1918916,,19990625074,가능,,붕어곰탕 / 메기찜,055-934-0389,0,,11:00 ~ 20:00,,주차 가능,전화 예약 문의 (055-934-0389),연중무휴,,,모두 금연석,붕어곰탕 / 메기찜 / 메기탕 외
1919113,,19970625072,가능,,쏘가리 회 매운탕,055-931-9135,0,,10:00 ~ 21:00,,주차 가능,전화 예약 문의 (055-931-9135),연중무휴,,,모두 금연석,쏘가리 회 매운탕 / 빠가사리 / 메기탕 / 잉어찜 / 메기찜 외
1019822,,20090149223,가능,,참숯 양념구이,055-931-1692,0,,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (055-931-1692),연중무휴,,,모두 금연석,참숯 양념구이  / 참숯 매운닭발구이 / 참숯 생갈비구이 외
2575495,,20090604452,가능,,해물뚝배기,055-643-4988,0,,9:00~21:00,가능,,전화예약 (055-643-4988),,,50석,,"해물뚝배기, 멍게비빔밥, 해물찜"
1599396,,20010624214,가능,,돼지왕갈비,055-944-0043,0,2007년 11월,10:00~22:00,가능,주차가능,055-944-0043,매주 월요일,,120석,모두 금연석,돼지왕갈비
2575503,,20120604325,가능,,고등어회,055-643-5136,0,,08:00 ~ 21:00,가능,있음,전화예약 (055-643-5136),연중 무휴,,150석,,"고등어회, 각종회, 해산물, 멍게비빔밥, 회덮밥, 전복죽, 성게비빔밥(계절메뉴)"
2579313,,20130619002,없음,,차돌박이,055-672-7675,0,,10:00 ~ 20:00,,10대 이상,,없음,,,,차돌박이
135009,,19930620026,가능,,모둠회,055-863-3179,0,,08:30 ~ 21:30,,주차 가능,전화 예약 가능 (055-863-3179),연중무휴,,,모두 금연석,모둠회 / 멸치회 / 멸치쌈밥 / 회덮밥 / 물회 외
135877,,20030620129,가능,,전복회 / 전복구이,055-867-7571,0,,08:00 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (055-867-7571),연중무휴,,,모두 금연석,전복회 / 전복구이 / 전복죽 외
2577934,,19950612251,없음,,생선회,055-636-6900,0,,,,,,,,,,생선회
622362,,19960604009,없음,,모둠회,055-641-6740,0,,09:00 ~ 22:00,,주차 가능(40대),,연중무휴,,,,모둠회 / 매운탕 / 해물탕 / 장어구이 외
2578319,,19910612090,없음,,복요리,055-681-2598,0,,07:30 ~ 16:00,,,,,,,,복요리
586519,,20010604174,가능,,스페셜모듬회,055-648-2580,0,,11:00 ~ 22:00,,주차 가능(100대),전화 예약 문의 (055-648-2580),연중무휴,,100석,모두 금연석,스페셜모듬회 / 전복죽 / 매운탕 외
1919122,,19760625040,가능,,산채한정식,055-932-7400,0,,08:00 ~ 20:00,,주차 가능,전화 예약 문의 (055-932-7400),연중무휴,,,모두 금연석,산채한정식 / 산채비빔밥 / 버섯전골 / 더덕구이정식 외
1915514,,19760625008,가능,,산채한정식,055-932-7276,0,,10:00 ~ 20:00,,주차 가능,전화 예약 문의 (055-932-7276),연중무휴,,,모두 금연석,산채한정식 / 산채비빔밥 / 더덕구이 외
135880,,20060620012,가능,,복국,055-867-1320,0,,08:00 ~ 20:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (055-867-1320),월요일,,,모두 금연석,복국 / 복어회 / 복매운탕 / 마늘복수육 / 마늘해물복찜 외
1919140,,20000625078,가능,,소갈비살,055-934-0007,0,2010년,17:00 ~ 23:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (055-934-0007),매주 화요일,,,모두 금연석,생갈비살 / 소고기모듬 / 생삼겹살 / 양념갈비
2575526,,20020604072,가능,,감자탕,055-649-5097,0,,,가능,,전화예약 (055-646-5097),,,,,감자탕
133263,,19760625009,가능,,향원한정식 / 산채한정식,055-932-7575,0,,08:00 ~ 20:00,,주차 가능(사전문의),전화 예약 문의 (055-932-7575),연중무휴,,,모두 금연석,향원한정식 / 산채한정식 / 돌솥비빔밥 / 산채비빔밥 / 더덕구이 외
2575532,,20050604107,가능,,모둠회,055-648-6088,0,,09:00 ~ 21:00,가능,주차 가능,전화예약 (055-648-6088),연중무휴,,190석,,모둠회
134110,,19970621046,가능,,"참게탕, 메기탕, 은어",055-883-2140,0,,09:00 ~ 20:00,가능,주차 가능,전화 예약 문의 (055-883-2140),연중무휴,,,모두 금연석,참게탕 / 메기탕 / 쏘가리탕 / 재첩국정식 / 재첩회 / 은어회 / 은어매운탕 외
2575570,,20100604499,가능,,호두과자,055-642-5152,0,,,가능,,전화예약 (055-642-5152),,,,,호두과자 커피류
2575574,,19960604114,없음,,한식뷔페,055-641-5225,0,,07:00 ~ 21:00,,주차 가능(100대),,명절 휴무,,150석,,한식뷔페
2575588,,19880604017,가능,,복국과 멍게비빔밥,055-648-3678,0,,07:00∼20:30,가능,주차 가능(10대),전화예약 (055-648-3678),비정기적 휴무,,60석,,복국과 멍게비빔밥 / 가재미미역국 / 졸복탕 / 밀크 스노우아이스 외
133112,,19940601070,가능,,뼈다귀해장국,055-753-2059,0,,06:30 ~ 24:30,가능,주차 가능,전화 예약 문의 (055-753-2059),연중무휴,,,모두 금연석,뼈다귀해장국 / 콩나물해장국 / 감자탕 / 수육 외
1599231,,19920624063,가능,,뼈다귀해장국,055-944-7883,0,1992년 12월,11:00 ~ 22:00,가능,주차 가능,예약가능,일요일,,44석,모두 금연석,뼈다귀해장국 / 콩나물해장국 / 냉면 외
2578326,,20140612241,없음,,뼈다귀해장국,055-688-1478,0,,,,,,,,,,뼈다귀해장국
1369087,,19810621104,가능,,지리산 흑돼지구이,055-883-3910,0,,11:00 ~ 10:00,일부 메뉴 포장 가능,주차 가능,전화 예약 문의 (055-883-3910),연중무휴,,,모두 금연석,생삼겹살 / 돼지갈비 / 생목살 / 가브리살 / 모듬구이 외
1369322,,20000606241,가능,,"모둠회, 백합죽",055-835-6090,0,,11:00 ~ 21:00,포장 가능,주차 가능,전화 예약 가능 (055-835-6090),연중무휴,,,모두 금연석,생선회 / 매운탕 / 백합죽 / 백합구이
2575601,,20060604109,가능,,추어탕,055-649-9946,0,,10:00 ~ 19:00,가능,주차 가능(공영주차장),전화예약 (055-649-9946),,,60석,,추어탕 / 민물장어탕 / 낚지볶음 / 낙지탕탕이 / 해삼와다비빔밥 외
2577942,,20100612251,없음,,다슬기탕,055-681-5684,0,,,,,,,,,,다슬기탕
2575639,,20010604175,가능,,중화요리,055-649-5655,0,,,가능,,전화예약 (055-649-5655),,,,,중화요리
1919209,,20010625119,가능,,황태구이,055-931-7787,0,,11:00 ~ 20:30,가능(일부 메뉴),주차 가능,전화 예약 문의 (055-931-7787),연중무휴,,,모두 금연석,황태구이 / 황태찜 / 황태매운탕 외
1799268,,20030621023,가능,,오리구이,055-884-5289,0,,11:30 ~ 21:00,,주차 가능(20여 대),전화 예약 문의 (055-884-5289),둘째·넷째주 일요일,,,모두 금연석,오리구이 / 오리탕 외
2577945,,19970612257,없음,,회,055-635-2602,0,,,,,,,,,,"회, 도다리쑥국, 해장국"
2578360,,20050612379,가능,,대구회,055-636-9006,0,,10:00 ~ 21:00,,"있음(승용차: 5대, 대형차: 3대, 주차요금: 10분 1,000원)",전화예약(055-636-9006),,,80석,,대구회
2578362,,20040612257,없음,,한식,055-687-1392,0,,,,,,,,,,한식
2572248,,20110604408,가능,,삼계탕,055-645-5893,0,,11:00 ~ 21:00,가능,공영주차장 이용,전화예약 (055-645-5893),,,48석,,삼계탕
2572306,,19910604013,가능,,충무김밥,055-645-4703,0,,,가능,,전화예약 (055-645-4703),,,,,충무김밥
2575758,,20100597255,없음,,돼지국밥,055-297-0103,0,,24시간 영업,,있음(22대),,,,120석,,"기타(돼지국밥, 수육)"
1918883,,19950625095,가능,,"돼지국밥,수육",055-934-0033,0,,09:00 ~ 21:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (055-934-0033),연중무휴,,,모두 금연석,순대국밥 / 돼지국밥 / 내장국밥 / 소고기국밥 / 돼지수육 외
1991605,,20140606186,가능,,각종 음료 및 디저트,055-835-3007,0,,10:00 ~ 24:00,,주차 가능,전화 예약 가능 (055-835-3007),명절휴무,,,모두 금연석,아메리카노 / 카페라떼 / 레몬차 / 고구마라떼 / 녹차라떼 / 얼그레이 / 페퍼민트 / 레몬에이드 / 자몽에이드 / 블루베리요거트 / 단팥죽 / 호박죽 / 인절미토스트 외
1915859,,20100607391,가능,,커피,055-314-0712,0,,11:00 ~ 22:30,가능,주차 가능,전화 예약 문의 (055-314-0712),연중무휴,,,모두 금연석,커피 / 차 / 프라페 / 디저트 외
2572389,,20170604433,가능,,차,055-635-7774,0,,10:00 ~ 18:00,가능,,전화예약 (055-635-7774),,,,,차 / 음료 / 건어물 외
134348,,19850601048,가능,,진주비빔밥,055-742-9292,0,,11:30 ~ 21:30,,주차 가능,전화 예약 문의 (055-742-9292),월요일,,,모두 금연석,생갈비 / 갈비찜 / 진주비빔밥
619080,,19860604012,가능,,한우 생갈비,055-645-0029,0,,11:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (055-645-0029),첫째주 일요일 / 명절당일,,,모두 금연석,한우 생갈비 / 특수부위 / 꽃등심 / 갈비탕 외
2629683,,19850607002,가능,,국수,055-335-6439,0,,09:30 ~ 19:00 (브레이크타임 15:00 ~ 15:30),,주차 가능,,월요일,,,,국수
2609106,,20120599367,가능,,벚꽃꿀마드레느,055-545-3133,0,,07:00 ~ 22:00,가능,주차 가능 (인근 시장 주차장 3분 거리),,연중무휴,,,,벚꽃꿀마드레느 / 벚꽃크림치즈타르트 / 밀크셰이크 외
2565288,,19760595038,가능,,민물장어구이,055-271-8631,0,,12:00~21:00,가능,주차 가능(약30대),전화 예약 문의(055-271-8631),"둘째·넷째 화요일, 명절연휴",,,모두 금연석,민물장어구이 / 장어덮밥 / 갈치찌개 / 열기매운탕 외
2607105,,19650595006,가능,,한정식,055-246-6260,0,,12:00 ~ 21:30,,주차 가능(인근 유료주차장 1시간 주차권 제공),,일요일,,,모두 금연석,한정식
2629702,,20110616012,가능,,온소바 / 냉소바 / 비빔소바,055-573-4193 / 055-572-1122,0,,09:00 ~ 19:20 (4월~10월 09:30 ~ 19:40),,,,첫째·셋째주 월요일 (3일·8일·빨간날은 둘째·넷째주 월요일),,,,온소바 / 냉소바 / 비빔소바 / 화정국수 / 메밀짜장 / 감자찐만두 / 등심돈까스 / 고구마치즈돈까스 외
2609103,,19770618006,가능,,수구레국밥,055-532-5075,0,,06:00 ~ 21:00,가능,주차 가능(20대),,명절당일,,,,수구레국밥 / 사골돼지국밥 / 연탄석쇠불고기
2609080,,19940601455,가능,,초밥 / 매운탕,055-741-5496,0,,11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00),가능,주차 가능(7대),,일요일,,,,초밥 / 매운탕 / 오뎅백반
2609117,,19780599009,가능,,벚꽃빵,055-546-3131,0,,08:30 ~ 22:30,가능,주차 가능(인근 주차장),,연중무휴,,,,벚꽃빵 / 벚꽃크림치즈타르트 / 벚꽃롤 외
2629704,,19760601040,가능,,복국,055-741-1410,0,,06:00 ~ 20:30,가능,주차 가능(중앙시장 주차장),,명절연휴,,,,복국 / 복수육 / 아구수육 / 아구찜 외
2575565,,19760604014,가능,,복국,055-645-3138,0,,07:00 ~ 16:00,가능,주차 가능(30대),전화예약 (055-645-3138),둘째·넷째주 월요일,,52석,,복국 / 복수육 / 아구국 외
2563205,,19790595009,가능,,수제한우소갈비,055-246-9194,0,,12:00~21:30,포장가능,주차가능,전화예약(055-246-9194),"명절연휴<br />둘째,넷째주 월요일",,,모두 금연석,갈비탕 / 육개장 / 돼지갈비 / 삼겹살 등
2580347,,20070612344,없음,,냉면,055-637-7277,0,,,,N,,,,,,
2581585,,20010593072,없음,,돼지국밥,055-284-8083,0,,,,주차 가능,,,,,,돼지국밥 / 순대국밥 / 쇠고기국밥 외
2581587,,20100592222,없음,,장어구이,055-261-4794,0,,,,N,,,,,,
2580351,,20030612545,없음,,백반정식,055-637-4670,0,,,,,,,,,,백반정식 / 삼겹구이정식 / 생선구이정식 / 계란말이 / 계란찜 외
2581618,,19790604016,없음,,충무김밥,055-643-7333,0,,,,Y,,,,,,
2581593,,20010592072,없음,,추어탕,055-286-5565,0,,,,Y,,연중무휴,,,,추어탕 / 추어국수 / 다슬기들깨탕 / 김치찌개 / 콩국수
2580360,,20000612230,없음,,아구찜,055-637-6400,0,,,,N,,,,,,
2580446,,20080619099,없음,,땡초김밥,055-674-6354,0,,,,,예약 가능,,,,,땡초김밥 / 땡초돈까스 / 일반돈까스 / 땡초된장찌개 / 땡초김치찌개 외
2581620,,19890604085,없음,,충무김밥,055-644-0040,0,,,,N,,,,,,
2580384,,20200604249,없음,,보리밥,055-950-7881,0,,11:00 ~ 20:00 (브레이크타임 15:00 ~ 17:00),가능,주차 가능,예약 가능,일요일,,,,보리밥 / 돼지불고기 / 부추전 외
2580399,,19960612318,없음,,부대찌개,055-632-0161,0,,,,N,,,,,,
2581597,,19990589455,없음,,오리탕정식,055-282-7787,0,,,,Y,,,,,,
2580450,,20070619011,없음,,칼국수,055-672-6720,0,,,,N,,,,,,
2580413,,20040612534,없음,,보리밥,055-635-6509,0,,,,N,,,,,,
2581621,,20080604329,없음,,충무김밥,055-643-3105,0,,,,N,,,,,,
2581599,,20080595061,없음,,칼국수,055-247-5512,0,,,,,,,,,,칼국수
2581622,,20140604036,없음,,충무김밥,055-645-9952,0,,,,Y,,,,,,
