contentid,capacity,baby_carriage,credit_card,pet,discount_info,info_center,parking,parking_fee,rest_date,use_fee,use_time,scale,spend_time
129950,,없음,없음,불가,,055-544-8880,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
130001,,없음,없음,불가,,창녕문화원 055-533-3777,주차 가능,무료,"매주 일요일, 공휴일",,09:00~18:00 (토요일 09:00~12:00),"부지 1,263㎡  연건평 990㎡  전시실 330㎡  지상3층",
130107,,없음,없음,없음,,055-530-1506,주차 가능,무료,"매주 월요일, 1월 1일, 설, 추석",무료,"09:00~18:00<br />
※ 관람시간 종료 1시간 전까지 입장 가능","부지 3,586㎡ <br />연건축면적 1,234㎡",약 1시간
1904774,동시인원 500명,불가,가능,불가,,055-267-2676,"있음(106면)<br />
※ 대형버스는 과학관 앞 도로 주차",무료,"매주 월요일, 1월 1일, 설/추석 당일(월요일이 공휴일과 겹치는 경우 익일 휴관)","성인(19~64세) - 개인 3,000원 / 단체 2,500원 (20인 이상)<br />
 특수영상관 2,000원 / 플라네타리움 2,000원<br />
 청소년(13~18세) - 개인 2,500원 / 단체 2,000원 (20인 이상)<br />
 특수영상관 1,500원 / 플라네타리움 1,500원<br />
 어린이(6~12) - 개인 2,000원 / 단체 1,500원 (20인 이상)<br />
 특수영상관 1,500원 / 플라네타리움 1,500원<br />
 ※ 미취학 아동, 65세 이상, 기초생활 수급자, 국가유공자, 단체 인솔자 등 전시실 무료 입장<br />
(단, 특수영상관 및 플라네타리움은 무료관람 없음)<br />
※ 단체는 20명 이상, 특수영상관 및 플라네타리움은 단체할인 없음","10:00~18:00<br />
※ 1시간 전까지 입장 가능","대지면적 27,910.2㎡ / 건축면적 4,375.37㎡ / 연면적 8,122.66㎡",약 2시간 30분
130401,,없음,없음,불가,,055-284-8870,주차 가능,무료,"매주 토요일, 일요일, 공휴일",,09:00~18:00,,
130245,관객석 648석,없음,없음,불가,,늘푸른전당 055-712-0372,주차 가능,,,공연에 따라 다름,09:00~22:00,"건축면적 : 11,994㎡(지하 2층, 지상3층)",공연에 따라 다름
790937,,없음,없음,없음,,창원시립 마산음악관 055-225-4062,주차 가능,,매주 월요일,,화~일 09:00~18:00,,
130086,300명,없음,없음,불가,"6세 이하, 65세 이상, 장애인, 국가유공자 등 무료관람",창원시립마산문신미술관 055-225-7181,주차 가능,무료,"매주 월요일, 1월 1일, 설날/추석 당일","어른(25~64세) 500원 <br />
어린이/청소년/군인/대학생/예술인 200원","09:00~18:00 <br />
※ 30분 전까지 입장 가능","대지면적 4,933.6㎡, 연면적 2,027.56㎡(3동) <br />
전시면적 1,346.53㎡(1전시관 591.52㎡, 2 전시관 294.95㎡, 원형전시관460.06㎡)",약 1시간 30분
130421,120명 수용 가능,없음,없음,불가,,창원시립마산박물관 055-225-7171,"주차 가능 (44대 / 대형 5, 소형 37, 장애인 주차장 2)",무료,"매주 월요일, 1월 1일, 설날 및 추석 당일
(월요일이 공휴일인 경우 그 다음날)",무료,"09:00~18:00 <br />
※ 30분 전까지 입장 가능","대지면적 - 7,668.2㎡, 건축연면적 - 1,572.1㎡",
791089,,없음,없음,없음,,창원시립진해박물관 055-548-2053,없음,,"매주 월요일, 법정공휴일 다음날",무료,09:00~18:00,,약 1시간 정도 소요
2370290,,없음,없음,불가,,창원역사민속관 055-714-7646,주차 가능,무료,"매주 월요일(월요일이 공휴일인 경우 다음날 휴관), 1월 1일, 설날/추석 당일",무료,"09:00~18:00 <br />
※ 30분 전까지 입장 가능","부지면적 3,135㎡, 건축연면적 3,237㎡(지상2, 지하1층)",약 30분
130318,,없음,없음,불가,,055-714-7646,주차 가능,무료,연중무휴,무료,09:00~18:00,,
1798541,300명 수용 가능,없음,없음,없음,,055-940-3929,주차 가능(약 30대),무료,"매주 월요일, 1월 1일, 설/추석연휴",무료,10:00~17:00,"부지면적 364㎡, 건축연면적 1,040㎡(지상3, 지하1층)<br />
전시실 336㎡, 교육실 81㎡, 연구 및 생산시설 95㎡, 기타 528㎡",30분~1시간
229904,100명,없음,가능,불가,,055-650-2660,"주차 가능(버스 2면, 승용차 25면, 장애인 1면)",무료,"월요일, 공휴일의 다음날, 1월1일, 설날/추석","개인 - 일반 1,500원 / 청소년, 어린이 1,000원<br />
단체 - 일반 1,000원 / 청소년, 어린이 500원<br />
※ 무료 : 만 6세 미만 및 만 65세 이상<br />
※ 일반(만 19세 이상~만 64세 이하), 청소년/어린이(만 7세 이상~만 18세 이하)<br />
※ 단체 20인 이상",09:00 ~ 18:00,"대지 4038㎡, 건물면적 280.08㎡",
2406404,,없음,없음,없음,,칠천량해전공원전시관 055-639-8250,,,,,,,
130841,500명 수용가능,없음,가능,불가,,클레이아크 김해미술관 055-340-7000,주차 가능(약 200대),무료,"매주 월요일(법정 공휴일과 겹치는 월요일은 정상운영, 그 다음날 휴관), 1월 1일, 설, 추석","개인 - 어른 2,000원 / 중고등학생,군인 1,000원 / 초등학생 500원<br />
단체 - 어른 1,600원 / 중고등학생,군인 800원 / 초등학생 400원<br /><br />

※ 관람료 면제<br />
- 미취학 아동 및 만 65세 이상 이상인 자<br />
- 임산부(매표시 산모수첩 제시)<br />
- 외교사절단과 그를 수행하는 자<br />
- 공무수행을 위하여 출입하는 자<br />
- 「국가 유공자 등 예우 및 지원에 관한 법률」의 규정에 의한 국가유공자 및 유족(상이등급 1급에 해당할 경우, 보조자 1인 포함)<br />
- 「장애인복지법」 제32조에 따라 등록된 장애인(장애등급 1~2급에 해당할 경우, 보조자 1인 포함)<br />
- 「참전유공자 예우에 관한 법률」에 의한 참전군인<br />
- 초·중·고등학교 단체 관람 인솔교사(미취학 단체 제외)<br />
- 유료단체관람 인솔자(20인 당 인솔자 1인)<br />
- 취재 목적의 언론인<br />
<br />

※ 무료관람일<br />
- 문화드림데이 (매월 둘째 주 토요일), 문화가 있는 날 (매월 마지막 주 수요일) <br />
- 체험프로그램은 제외되며 단체관람 시에는 사전 예약 요망 <br />
- 미술관 사정에 의하여 변경될 수 있으니 사전 확인 후 관람",10:00~18:00(관람종료 1시간 전까지 입장 가능),"전체면적 11,814.39㎡",1~2시간
130126,,없음,없음,불가,,토지주택박물관 055-922-5432,주차 가능,무료,"매주 일요일, 공휴일, 10월 1일(창사기념일), 5월 1일(근로자의 날), 기타 박물관장이 지정한 날",무료,10:00~17:00,"1,190㎡",
129803,문화센터 150석,없음,없음,없음,,통도사 성보박물관 055-382-1001,주차 가능,,"매주 월요일, 설날, 추석",무료,1월~12월 : 09:00 ~ 17:00,"연건축면적 4,281㎡",약 1시간
1845956,,없음,없음,없음,,055-640-6157~9,,,"토, 일요일, 공휴일",무료,09:00~18:00,,60~80분 내외
584956,200~300명,없음,없음,불가,,명품진주전시관 진주협회 055-646-6092,주차 가능,무료,"매주 월요일, 신정, 설날/추석 당일<br />
※ 방문전 문의",무료,09:30~17:00,"부지면적 7,938㎡ / 연면적 1,520㎡",
130848,,없음,가능,불가,,055-649-5257,주차 가능,,"매주 월요일(월요일이 공휴일인 경우 다음날 휴관), 설날, 추석","개인 - 일반 3,000원 / 청소년, 군경, 유공자 2,000원 / 경로 1,500원 / 어린이 1,000원<br />
단체 - 일반 2,500원 / 청소년, 군경, 유공자 1,500원 / 경로 1,000원 / 어린이 500원<br />
※ 일반(만 19세 이상~64세 이하), 청소년(만 13세 이상~만 18세 이하), 어린이(만 12세 이하), 경로(만 65세 이상)","하절기(3~10월) 10:00~18:00<br />
동절기(11~2월) 10:00~17:00",대지 3.997㎡ / 건평 487㎡,
2638512,,없음,없음,없음,,055-650-0400,,,,,,,
129946,,없음,없음,불가,,055-646-3310,주차 가능,,"토요일, 일요일, 공휴일",,09:00~17:30,전용면적 60평,
1622623,좌석수 : 362석,없음,없음,불가,,통영시립도서관 055-650-2630,주차 가능,,"매주 월요일, 법정공휴일, 도서관장 공고일",,"[유아자료실/아동자료실] 09:00~21:00<br />
[종합자료실] 09:00~23:00<br />
[학습실] 09:00~23:00<br />
[컴퓨터실] 09:00~18:00<br />
※ 토.일 18:00까지","연면적 : 1,693.84㎡",
2370207,100명,없음,가능,불가,"통영시민 50% 할인(통영시 청소년, 어린이 무료)",통영시립박물관 055-646-8371,주차 가능,무료,"매주 월요일, 설/추석 당일",무료,09:00~18:00,"부지면적 4,988,7㎡, 건축연면적1,691.99㎡(지상2층,지하1층) <br />
전시면적 627.06㎡ (1층160.92㎡, 2층 160.92㎡)",약 1시간
130139,,없음,없음,불가,,통영시민문화회관 055-650-4560,"남망산공원 내 전용주차장, 남망산공원 아래 해안변 주차장","승용차 - 기본(30분) 500원, 10분 초과 시마다 200원씩 추가<br />
자가용 - 기본(30분)1000원, 10분 초과 시마다 400원씩 추가<br />
 * 남망산공원 내 전용주차장 이용(무료), 남망산공원 아래 해안변 주차장(유료)",,,,"부지면적 97,733.0㎡, 건축연면적 : 9,767.52㎡",
1323323,,없음,없음,없음,,평사리문학관 055-882-6669,,,연중무휴,,"하절기 09:00~18:00<br />
동절기 09:00~17:00",,
1937122,,없음,가능,불가,,포로수용소 유적공원 055-639-0625,주차 가능,"1회(3시간) - 이륜차 1,000원 / 승용차 2,000원 / 버스 5,000원 / 화물차 5,000원<br />
체류(숙박) - 이륜차 6,000원 / 승용차 15,000원 / 버스 30,000원 / 화물차 30,000원<br />
※ 1회 기준시간은 3시간이며, 기준시간 초과 매 30분당 1,000원씩 가산 적용<br />
※ 1회 주차요금이 체류요금을 초과할 경우 체류요금 적용 <br />","설/추석 당일, 1~3월/6월/9~12월 매월 네번째 월요일(월요일이 공휴일인 경우 다음날 휴관)","개인 - 어른 7,000원 / 청소년, 군인 5,000원 / 어린이 3,000원 <br />
단체 - 어른 5,000원 / 청소년, 군인 3,500원 / 어린이 2,000원 (30명이상)<br />
할인 - 어른 3,000원 / 청소년, 군인 2,500원 / 어린이 2,000원<br />
※ 거제시민과 만 65세 이상(신분증 제시)은 할인요금 적용<br />
어른 5,600원 / 청소년, 군인 4,000원 / 어린이 2,400원<br />
(↑상호협약 체결시설 입장권 소지자/거제시 관광명소 할인권 소지자/문화가 있는 날 입장객)<br />","하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00",,
2550796,약 100명 이상,불가,가능,없음,단체 20%할인(30명이상),표충사호국박물관 055-352-1150,주차가능,"소형 2,000원 / 25인승이상 5,000원",매주 월요일 휴관,"성인 3,000원<br />
청소년 2,000원<br />
어린이 1,500원","3~10월 09:30 ~ 17:00<br />
11~2월 10:00 ~ 16:30<br />
※ 1시간 전까지 입장 가능","부지면적 1,143㎡, 건축연면적 423.3㎡<br />
전시면적 278.2㎡",약1시간
1752940,"대공연장-678석(972㎡), 소공연장-200석(384㎡)",없음,없음,불가,,055-880-2401,주차 가능,무료,연중무휴,,09:00~22:00,"부지면적 : 12,683㎡<br />
연면적 : 6,670㎡<br />
층수 : 지하1층, 지상3층",
130003,,없음,없음,불가,,하동문화원 055-884-3929,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 강좌에 따라 변동 가능",,
231958,,없음,없음,불가,,055-880-2895,주차 가능,무료,"매주 월요일, 1월 1일, 설날/추석 당일",무료,"3~10월 09:00~18:00 <br />
11~2월 09:00~17:00<br />
※ 입장마감 30분전","부지면적 15,478㎡ / 건축면적 744.53",
2657176,12명,불가,가능,불가,,055-362-3661,"있음(12대 주차가능, 장애인 전용 포함)","관람시 2시간 무료, 2시간 무료 이후 10분당 300원","월요일, 화요일, 금요일, 구정 설날, 추석 휴관","성인 : 10,000원 / 19세~6세 : 5,000원 / 5세이하, 국가보훈, 장애인 : 무료<br>
5인 이상 30% 단체할인","수요일 (10:00~12:00 / 13:30 ~ 16:00)<br>
목요일 (10:00~12:00 / 13:30 ~ 16:00)<br>
토요일 (10:00~12:00 / 13:30 ~ 17:00)<br>
일요일 (10:00~12:00 / 13:30 ~ 17:00)",,
1622631,전체좌석수 : 213석,없음,없음,불가,,함안도서관 055-583-6920,주차 가능,,"[정기휴관일] 매주 월요일(자율학습실 사용가능)<br />
[법정공휴일] 토ㆍ일요일과 겹칠 경우 휴관<br />
[임시휴관일] 기타 관장이 공고한 날",,[종합자료실/어린이자료실/디지털자료실] 화~일 09:00~18:00 <br> [자율학습실] 월 09:00~18:00 / 화~일 09:00~22:00,"부지 : 450㎡, 연면적 : 964㎡(지상 3층)",
1762507,"대공연장(486석), 다목적홀(140석), 연회장(200석)",불가,가능,불가,공연에 따라 다름,055-580-3625,주차 가능,무료,,공연에 따라 다름,공연에 따라 다름,"부지면적 : 8.260㎡<br />
건물규모 : 연면적 4,641,065㎡(건축면적 2.797.065㎡), 지하 1층, 지상 2층<br />
주요시설 : 전시실(207.00㎡), 사무실(72.45㎡)",
129997,,없음,없음,불가,,함안문화원 055-583-1023,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 행사 있을시 변동 가능",전용면적 273평,
130693,,없음,없음,불가,,함안박물관 055-580-3901,주차 가능,,"매주 월요일, 1월 1일, 설날 · 추석 연휴",무료,"하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00",,약 1시간
1753003,"대공연장 486석, 소공연장 205석",없음,가능,없음,,"055-960-5544, 5531",주차 가능,무료,,공연에 따라 다름,,"부지 : 17,299㎡ / 연건평 : 5,428㎡ <br />
전시실 248㎡",공연에 따라 다름
129944,,없음,없음,불가,,함양문화원 055-963-2646,주차 가능,무료,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 행사시 변동 가능",203평,
1911811,좌석수 : 267석,없음,없음,불가,,055-932-0521,주차 가능,무료,"매주 월요일, 일요일을 제외한 공휴일",무료,"[일반열람실] 08:00~22:00<br />
[종합자료실/어린이자료실] 09:00~18:00<br />
[디지털자료실] 09:00~18:00<br />
※ 매주 수요일 종합자료실 20:00까지 연장","본관 2층 / 별관 2층<br>
건본관 1,679.04㎡(509평) / 별관 416.70㎡(126평)<br>
대지 6,477㎡(1,959평)",
129999,,없음,없음,불가,,합천문화원 055-931-2401,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br>
※ 강좌시간에 따라 변동 가능",,
130897,,없음,없음,불가,,055-930-4882,"주차 가능(소형 36대, 대형 17대, 장애인 전용 2대)",무료,"매주 월요일, 1월 1일, 설날, 추석",무료,09:00~18:00(매표 마감 17:00),"부지면적 31,241㎡ / 연면적 2,933.54㎡<br />
지상 2층, 지하 1층",
130900,,없음,가능,불가,,해금강테마박물관 055-632-0670,주차가능,,설/추석 당일 오전,"- 대인 6,000원 (대학생 포함)<br />
- 초중고 4,000원 <br />
- 소인(4세 이상~7세 이하) 3,000원<br />
※ 단체 20인 이상 20% 할인<br />
※ 장애인, 국가유공자, 경로우대 20% 할인","09:00~18:00<br />
※ 관람종료 1시간 전까지 입장 가능",,1시간
2559372,교육실 약 50석,불가,불가,불가,"장애인, 국가유공자, 상이군경 무료",055-934-3150,"있음(승용차 약 100대, 45인승 대형버스는 박물관주차장 사용불가)","경차 2,000원 / 승용차 4,000원 / 중형 4,500원 / 대형 6,000원<br />※ 해인사 매표소 주차요금으로 대신함","매주 월요일, 설/추석 당일(월요일이 공휴일인 경우, 다음날 대체 휴관)","성인(20~64세) - 개인 2,000원 / 단체 1,500원(30인 이상)<br />
청소년(8~19세) - 개인 1,000원 / 단체 700원(30인 이상)<br />
어린이(7세까지) - 무료","하절기 3월~10월 : 09:30~17:30<br />
동절기 11월~2월 : 10:00~17:00","부지면적 14,800㎡, 건축연면적 3,578㎡(지상2, 지하1층)<br />
전시면적 856㎡(1층 상설전시실 568㎡, 2층 기획전시실 288㎡)",약 30분~1시간
1748884,"대극장 1,182석 / 소극장 485석",없음,가능,불가,,055-286-0315,주차 가능,무료,매주 월요일,공연에 따라 다름,공연에 따라 다름,,
252655,,가능,없음,불가,,창원컨벤션센터 055-212-1000,"주차 가능(1층 290대 / 2층 300대 / 3층 110대 - 총 700대 주차 가능)<br />
※ 주차 문의 055-212-1037","* 승용 - 최초 30분까지 500원 / 30분초과 10분마다 200원 / 1일 주차요금 5,000원<br /> 
* 승합 및 화물
소형 - 최초 30분까지 500원 / 30분초과 10분마다 200원 / 1일 주차요금 5,000원<br />
대형 - 최초 30분까지 1,000원 / 30분초과 10분마다 400원 / 1일 주차요금 10,000원<br />
※ 장애인, 국가유공자 50% 할인<br />
※ 입차 후 15분 이내 출차시 무료",,,,"부지면적 39,817㎡ / 건축연면적 78,929㎡ / 전시장 9,227㎡ / 옥외전시장 1,741㎡ / 회의실 3,793㎡ / 경남기업지원통합센터 4,535㎡<br>",
129751,"1,807석",없음,없음,불가,,KBS 창원홀 055-280-7181,주차 가능,,,공연에 따라 다름,공연에 따라 다름,,
130090,,없음,없음,불가,,063-285-7442,주차 가능,무료,설/추석 당일,무료,09:00~18:00,"대지 1,193㎡<br>
 연면적 870㎡ (지하 1층, 지상 2층)",
799358,,가능,가능,불가,,고창고인돌박물관 063-560-8666,주차 가능(대형/소형 주차장),,"매년 1월 1일, 매주 월요일, 기타 고창군수가 정하는 휴관일","어른 - 개인 3,000원 / 단체 2,400원<br />
청소년, 군인 - 개인 2,000원 / 단체 1,600원<br />
어린이 - 개인 1,000원 / 단체 600원<br />
※ 단체는 30인 이상<br />
※ 입장료 면제대상<br />
- 국가무형문화재 보유자 및 그 수행원 차량<br />
- 문화재를 연구하기 위하여 문화체육관광부장관의 승인을 얻은 자<br />
- 장애인복지법의 적용을 받은 장애인<br />
- 국가유공자등예우및지원에관한법률의 적용을 받는 국가유공자<br />
- 보호자를 동반한 6세 이하의 유아<br />
- 주민등록증 또는 경로우대증을 제시한 65세이상 노인<br />
※ 고창군민 중 신분증 소지자","하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00<br />
※ 입장은 관람종료 1시간 전까지",,
130051,,없음,없음,불가,,고창문화원 063-564-2340,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
1750138,대극장  625석,없음,가능,불가,,063-560-8041,"주차 가능(약 소형 70대, 대형30대)",무료,주말 및 공휴일,공연에 따라 다름,공연에 따라 다름,부지면적 3942㎡,
130538,,없음,없음,불가,,"고창판소리박물관 063-560-8061,4",주차 가능,,"1월 1일, 매주 월요일, 설날, 추석",무료,"하절기 09:00~18:00<br>
동절기 09:00~17:00<br>
※ 1시간 전까지 입장 가능","부지면적 5,525.45 ㎡<br>건물연면적 1,219.29 ㎡<br>전시실 5실 678.53 ㎡",
252657,,없음,없음,없음,,백정기의사기념관 063-539-5237,주차 가능,무료,매주 월요일 휴관(공휴일인 경우 개관),무료,09:00~18:00,,
130356,,없음,없음,불가,,군산대 박물관 063-469-4191~3,주차 가능,,"토요일, 일요일, 법정공휴일",무료,10:00~17:00,"1,528.55㎡",약 1시간
129721,객석 680석,없음,없음,불가,,국립민속국악원 063-620-2324,주차 가능,무료,공연에 따라 다름,,09:00~18:00,"부지면적 4,327평 / 건축연면적 2,496평 (지하1층, 지상 3층)",
130254,,없음,없음,불가,,063-830-0900,주차 가능,무료,"매년 1월 1일, 매주 월요일(단, 월요일이 공휴일인 경우 개관하고 다음평일에 휴관), 명절당일",무료,"평일 오전9시 ~ 오후6시<br>
토, 일 오전9시~오후7시<br>
(4월~10월 중 매주 토요일은 오후9시까지 연장개관)","1) 전시관 대지 40,920㎡ 건물 1,964㎡ (지상 1층, 지하 1층 건물)<br />
2) 미륵사지 87,160㎡","1시간 30분 (전시관 40분, 미륵사지 50분)"
2655877,주간 100명 / 야간 24명,없음,가능,불가,,063-538-0665,"주차가능(약 소형12대, 장애인2대, 대형1대 등 총 15대) / 도보 5분이내 정읍공설운동장 주차장 이용가능",무료,"매주 월요일, 설·추석연휴, 1월1일, 선거일","(개인) 성인 1,000원 / 청소년 및 어린이 500원 / 유아 및 경로우대 면제<br>
(단체) 성인 500원/ 청소년 및 어린이 200원 / 유아 및 경로우대 면제<br><br>20인이상 단체 요금할인<br>요금면제대상자 - 만6세미만 유아/만65세이상 경로우대자/국가유공자/장애인/기초생활수급자/과학기술유공자/중증장애인(1~3급)동반 보호자1인/국가유공자 유족 또는 가족1인","(주간프로그램) 매주 화~일요일 10:00~17:30<br>
(야간프로그램) 매주 수,금,토요일 19:30~21:00(하절기4월~10월) / 19:00~20:30(동절기11월~3월)",,120분/90분/60분 선택체험가능
129786,,가능,없음,불가,,국립전주박물관 063-233-5651~2,주차 가능(120대),,"1월1일, 설, 추석","무료<br>
※ 특별기획전시에 대해서는 경우에 따라 유료로 운영될 수 있음","평일 09:00~18:00 (입장시간 17:00까지)<br />
※ 토/일/공휴일 1시간씩 연장<br />
※ 3~10월 매주 토요일 야간개장(21:00까지)","대지면적 64,808㎡<br>
건축연면적 13,269㎡ (9동)",약 1시간
1904335,,없음,가능,불가,,태권도원 063-320-0114,주차 가능,무료,"매주 월요일(단, 월요일이 공휴일인 경우는 그 다음 날), 1월 1일, 설·추석 전일 및 당일","[1일 체험·수련 프로그램 요금]<br />
일반 - 대인 4,000원 / 청소년 3,500원 / 소인 3,000원<br />
할인 - 대인 3,000원 / 청소년 2,500원 / 소인 2,000원<br />
* 체험관 Yap!, 모노레일 별도 요금 적용<br />
* 대인(만 19~64세), 청소년(13~18세), 소인(6~12세)<br />
* 할인 대상: 20인 이상 단체(단 태권도인 단체는 소인 할인요금 적용), 무주군민(신분증지참자),국가유공자(증명서지참자), 군인, 의경, 태권도 품·단증 소지자 및 도복 착용자<br />
 * 무료 대상: 36개월 이하 영유아, 경로(만 65세 이상), 등록 장애인(장애인증 지참자) 및 1~3급 장애인과 동행하는 보호자 1인","[하절기(3~10월)]<br />
화~금 10:00~18:00 / 주말·공휴일 10:00~19:00<br />
[동절기(11~2월)] <br />
화~금 10:00~17:00 / 주말·공휴일 10:00~18:00 <br />
※ 입장권은 09:30부터 운영시간 종료 1시간 전까지 판매","2,314,000㎡",약 4시간
1684836,,없음,없음,불가,,063-454-5953,주차 가능,무료,"매주 월요일, 1월 1일, 시장이 휴관일로 정한 날","* 일반<br />
- 개인 : 성인 2,000원/청소년·군인 1,000원/어린이 500원<br />
- 단체 : 성인 1,000원/청소년·군인 700원/어린이 300원<br />
* 군산시민<br />
- 개인 : 성인 1,000원/청소년·군인 500원/어린이 300원<br />
- 단체 : 성인 500원/청소년·군인 300원/어린이 200원",09:00~18:00,지하 1층/지상 4층,약 1시간~1시간 30분/ 통합권 구입의 경우 2시간 이상 소요
129977,,없음,없음,불가,,군산문화원 063-451-2138,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
129978,,없음,없음,불가,,김제문화원 063-547-4659,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,전용면적 102.5평(338㎡),
2606139,,없음,없음,없음,,김환태문학관&최북미술관 063-320-5636,,,"1월1일, 매주 월요일, 명절당일, 단 월요일이 공휴일인 경우 운영 그 다음날 휴관",무료,09:00~18:00,,
2658207,,없음,없음,없음,,063-620-5752,,,"월요일, 설,추석 당일 휴관","어른 : 2,000원 / 단체 1,500원<br>
청소년, 군인 : 1,500원 / 단체 1,000원<br>
어린이 : 1,000원 / 단체 500원",매일 10:00 - 17:00,,
2660398,30명,없음,없음,없음,,063-620-5670,"있음 (약 소형 100대, 대형20대 주차가능) /광한루원 서문주차장","승용차 2,000원 대형버스4,000원","공휴일, 매주 월 휴무",무료,09:00~18:00,,1시간
129975,,없음,없음,불가,,남원문화원 063-633-1582,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 강좌에 따라 변동 가능",,
2559504,,가능,없음,불가,,김병종미술관 063-620-5660,"주차가능 (일반 10면, 장애인 전용 2면)",무료,"매주 월요일, 설/추석 당일",무료,10:00 ~ 18:00,"부지면적 8,059㎡, 건물 1,442㎡(지상 2층)<br> 전시실 512㎡(제1전시실 270㎡, 제2전시실 162㎡, 제3전시실 80㎡)",약 30분
130506,,없음,없음,불가,,남원향토박물관 063-620-6792,주차 가능,,매주 월요일,"어른 3,000원 / 청소년·군인 2,500원 / 어린이 2,000원",09:00~18:00,,
130234,,없음,없음,불가,,내장산국립공원사무소 063-538-7875,주차 가능,,매주 월요일,무료,09:00~17:00,"부지면적 1,051평(3,476㎡)<br />
연면적 227평 지하 1층 지상 1층",
130712,,없음,없음,없음,,"063-238-1300,1",주차 가능,,"1월1일, 근로자의날, 법정공휴일(일요일,어린이날 제외), 설추석연휴, 매주 월요일(어린이체험관)",무료,"동절기(11월~2월) : 09:30~17:00
하절기(3월~10월) : 09:30~17:30",지상1·2층,
2615343,,없음,없음,없음,,대한민국술테마박물관 063-290-3842,,,"매주 월요일 1월1일, 명절 당일","성인 : 개인 2,000원, 단체 1,000원<br />
청소년 : 개인 1,000원, 단체 700원<br />
어린이 : 개인 500원, 단체 300원","3월~10월 : 10:00~18:00<br />
11월~2월 : 10:00~17:00",,
130049,,없음,없음,불가,,동리국악당 063-560-8065,주차 가능,,"토요일, 일요일, 공휴일",공연에 따라 다름,08:30~18:00,"지하1층, 지상2층",공연에 따라 다름
775041,,없음,없음,없음,,063-536-1894,주차 가능,,"매주 월요일, 1월 1일",무료,"하절기(3월~10월) 09:00~19:00 <br />
동절기(11월~2월) 09:00~18:00 <br />
※ 폐관시간 1시간 전까지 입장가능","부지 335,000㎡, 연건평 6,180㎡",
1594231,,없음,없음,불가,,동학혁명기념관 063-231-3219,,,매주 월요일,무료,10:00~17:00,,
1587301,,없음,없음,불가,,루이엘모자박물관 063-283-5454,없음,,"1월 1일, 설날/추석 당일","3,000원",10:00~19:00,,
130240,열람석 968석,없음,없음,불가,,063-859-3465,주차 가능,,"[자료열람실] 매주 월요일, 공휴일<br />
[자유열람실] 매월 첫째주 월요일, 1월 1일, 설날/추석 당일",무료,"[자료열람실] 평일 09:00~22:00 (전자자료실 및 다문화자료실은 18:00까지) / 주말 09:00~17:00<br />
 [자유열람실] 평일 07:00~23:00 / 주말 07:00~22:00","지하 1층, 지상 4층, 별관 1~2층",
1314127,약 80명 수용가능,가능,불가,불가,,마한관 063-859-4633,주차 가능(서동공원 주차장 168대 가능),무료,"매주 월요일, 1월 1일",무료,매주 화요일~일요일 09:00~18:00,"부지면적 5,978㎡, 건축연면적 1,407㎡(지상1, 지하1층)<br />
전시면적 822㎡",약 1시간
1941168,100명 수용 가능,없음,없음,불가,,063-534-8261,주차 가능,무료,"매주 월요일, 설/추석 당일",무료,"[자료실] <br />
하절기(3월~9월) 08:30~18:00<br />
동절기(10월~2월) 09:00~17:00 <br />
토/일/국경일 09:00~17:00<br />
[열람실] 08:00~22:00","부지면적 2,838.40㎡, 건축연면적 539.11㎡(지상2층)",
1586889,,없음,없음,없음,,목우헌 063-286-9285,,,,,,,
2609506,,없음,없음,없음,,무주 산골영화관 063-322-7053,,,,,,,
1580754,,없음,없음,불가,,063-324-1155,주차 가능,무료,"1월 1일, 명절(설/추석) 2일, 매주 월요일(단, 월요일이 공휴일인 경우는 그 다음날)","개인 - 어른 5,000원 / 청소년 3,000원 / 어린이 2,000원 / 경로 3,000원<br>
단체 - 어른 4,000원 / 청소년 2,400원 / 어린이 1,600원 / 경로 2,400원<br>
※ 단체(20인 이상)<br>
※ 청소년(중/고등학생), 어린이(4세~초등학생), 경로(65세 이상 타지역 거주)<br>
※ 4세 미만의 유아, 무주군민 만 65세 이상(신분증 제시,&nbsp;국가유공자, 장애인, 투표한자(3개월까지 유효)의 입장료는 무료","하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00<br />
※ 매표시간 : 종료 1시간 전까지",,
129981,,없음,없음,불가,,무주문화원 063-324-1300,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br>
※ 강좌시간에 따라 변동 가능",,
